onset	duration	type
1	n/a	boundary
184	1	S165
374	1	S166
575	1	S167
765	1	S168
965	1	S169
1166	1	S170
1356	1	S171
1557	1	S172
1747	1	S173
1947	1	S174
2138	1	S175
2338	1	S176
2539	1	S177
2729	1	S178
2929	1	S179
3120	1	S180
3320	1	S181
3521	1	S182
3711	1	S183
3911	1	S184
4102	1	S185
4302	1	S186
4493	1	S187
4693	1	S188
4894	1	S189
5084	1	S190
5284	1	S191
5475	1	S192
5675	1	S193
5866	1	S194
6066	1	S195
6266	1	S196
6457	1	S197
6657	1	S198
6848	1	S199
7048	1	S200
7238	1	S201
7439	1	S202
7639	1	S203
7830	1	S204
8030	1	S205
8220	1	S206
8421	1	S207
8611	1	S208
8812	1	S209
9012	1	S210
9202	1	S211
9403	1	S212
9593	1	S213
9794	1	S214
9984	1	S215
10184	1	S216
10385	1	S217
10575	1	S218
10776	1	S219
10966	1	S220
11167	1	S221
11357	1	S222
11557	1	S223
11758	1	S224
11948	1	S225
12149	1	S226
12339	1	S227
12539	1	S228
12730	1	S229
12930	1	S230
13131	1	S231
13321	1	S232
13521	1	S233
13712	1	S234
13912	1	S235
14103	1	S236
14303	1	S237
14503	1	S238
14694	1	S239
14894	1	S240
15085	1	S241
15285	1	S242
15475	1	S243
15676	1	S244
15876	1	S245
16067	1	S246
16267	1	S247
16457	1	S248
16658	1	S249
16848	1	S250
17049	1	S251
17249	1	S252
17440	1	S253
17640	1	S254
17830	1	S255
18221	1	S  1
18422	1	S  2
18622	1	S  3
18812	1	S  4
19013	1	S  5
19203	1	S  6
19404	1	S  7
19604	1	S  8
19794	1	S  9
19995	1	S 10
20185	1	S 11
20386	1	S 12
20576	1	S 13
20776	1	S 14
20977	1	S 15
21167	1	S 16
21368	1	S 17
21558	1	S 18
21758	1	S 19
21949	1	S 20
22149	1	S 21
22350	1	S 22
22540	1	S 23
22741	1	S 24
22931	1	S 25
23131	1	S 26
23322	1	S 27
23522	1	S 28
23723	1	S 29
23913	1	S 30
24113	1	S 31
24304	1	S 32
24504	1	S 33
24695	1	S 34
24895	1	S 35
25095	1	S 36
25286	1	S 37
25486	1	S 38
25677	1	S 39
25877	1	S 40
26067	1	S 41
26268	1	S 42
26468	1	S 43
26659	1	S 44
26859	1	S 45
27049	1	S 46
27250	1	S 47
27440	1	S 48
27641	1	S 49
27841	1	S 50
28031	1	S 51
28232	1	S 52
28422	1	S 53
28623	1	S 54
28813	1	S 55
29014	1	S 56
29214	1	S 57
29404	1	S 58
29605	1	S 59
29795	1	S 60
29996	1	S 61
30186	1	S 62
30386	1	S 63
30587	1	S 64
30777	1	S 65
30978	1	S 66
31168	1	S 67
31368	1	S 68
31559	1	S 69
31759	1	S 70
31960	1	S 71
32150	1	S 72
32350	1	S 73
32541	1	S 74
32741	1	S 75
32932	1	S 76
33132	1	S 77
33333	1	S 78
33523	1	S 79
33723	1	S 80
33914	1	S 81
34114	1	S 82
34304	1	S 83
34505	1	S 84
34705	1	S 85
34896	1	S 86
35096	1	S 87
35287	1	S 88
35487	1	S 89
35687	1	S 90
35878	1	S 91
36078	1	S 92
36269	1	S 93
36469	1	S 94
36659	1	S 95
36860	1	S 96
37060	1	S 97
37251	1	S 98
37451	1	S 99
37641	1	S100
37842	1	S101
38032	1	S102
38233	1	S103
38433	1	S104
38623	1	S105
38824	1	S106
39014	1	S107
39215	1	S108
39405	1	S109
39606	1	S110
39806	1	S111
39996	1	S112
40197	1	S113
40387	1	S114
40588	1	S115
40778	1	S116
40978	1	S117
41179	1	S118
41369	1	S119
41570	1	S120
41760	1	S121
41960	1	S122
42151	1	S123
42351	1	S124
42552	1	S125
42742	1	S126
42942	1	S127
43133	1	S128
43333	1	S129
43524	1	S130
43724	1	S131
43924	1	S132
44115	1	S133
44315	1	S134
44506	1	S135
44706	1	S136
44896	1	S137
45097	1	S138
45297	1	S139
45488	1	S140
45688	1	S141
45879	1	S142
46079	1	S143
46269	1	S144
46470	1	S145
46670	1	S146
46861	1	S147
47061	1	S148
47251	1	S149
47452	1	S150
47642	1	S151
47843	1	S152
48043	1	S153
48233	1	S154
48434	1	S155
48624	1	S156
48825	1	S157
49015	1	S158
49215	1	S159
49416	1	S160
49606	1	S161
49807	1	S162
49997	1	S163
50197	1	S164
50388	1	S165
50588	1	S166
50789	1	S167
50979	1	S168
51180	1	S169
51370	1	S170
51570	1	S171
51771	1	S172
51961	1	S173
52162	1	S174
52352	1	S175
52552	1	S176
52743	1	S177
52943	1	S178
53144	1	S179
53334	1	S180
53534	1	S181
53725	1	S182
53925	1	S183
54116	1	S184
54316	1	S185
54516	1	S186
54707	1	S187
54907	1	S188
55098	1	S189
55298	1	S190
55488	1	S191
55689	1	S192
55889	1	S193
56080	1	S194
56280	1	S195
56470	1	S196
56671	1	S197
56861	1	S198
57062	1	S199
57262	1	S200
57452	1	S201
57653	1	S202
57843	1	S203
58044	1	S204
58234	1	S205
58435	1	S206
58635	1	S207
58825	1	S208
59026	1	S209
59216	1	S210
59417	1	S211
59607	1	S212
59807	1	S213
60008	1	S214
60198	1	S215
60399	1	S216
60589	1	S217
60789	1	S218
60980	1	S219
61180	1	S220
61381	1	S221
61571	1	S222
61771	1	S223
61962	1	S224
62162	1	S225
62353	1	S226
62553	1	S227
62753	1	S228
62944	1	S229
63144	1	S230
63335	1	S231
63535	1	S232
63725	1	S233
63926	1	S234
64126	1	S235
64317	1	S236
64517	1	S237
64708	1	S238
64908	1	S239
65098	1	S240
65299	1	S241
