onset	duration	type
1	n/a	boundary
18	1	S251
218	1	S252
409	1	S253
609	1	S254
800	1	S255
1200	1	S  1
1391	1	S  2
1591	1	S  3
1782	1	S  4
1982	1	S  5
2172	1	S  6
2373	1	S  7
2573	1	S  8
2764	1	S  9
2964	1	S 10
3154	1	S 11
3355	1	S 12
3545	1	S 13
3746	1	S 14
3946	1	S 15
4137	1	S 16
4337	1	S 17
4527	1	S 18
4728	1	S 19
4918	1	S 20
5119	1	S 21
5319	1	S 22
5509	1	S 23
5710	1	S 24
5900	1	S 25
6101	1	S 26
6291	1	S 27
6491	1	S 28
6692	1	S 29
6882	1	S 30
7083	1	S 31
7273	1	S 32
7473	1	S 33
7664	1	S 34
7864	1	S 35
8065	1	S 36
8255	1	S 37
8455	1	S 38
8646	1	S 39
8846	1	S 40
9037	1	S 41
9237	1	S 42
9438	1	S 43
9628	1	S 44
9828	1	S 45
10019	1	S 46
10219	1	S 47
10410	1	S 48
10610	1	S 49
10810	1	S 50
11001	1	S 51
11201	1	S 52
11392	1	S 53
11592	1	S 54
11792	1	S 55
11983	1	S 56
12183	1	S 57
12374	1	S 58
12574	1	S 59
12764	1	S 60
12965	1	S 61
13165	1	S 62
13356	1	S 63
13556	1	S 64
13746	1	S 65
13947	1	S 66
14137	1	S 67
14338	1	S 68
14538	1	S 69
14728	1	S 70
14929	1	S 71
15119	1	S 72
15320	1	S 73
15510	1	S 74
15711	1	S 75
15911	1	S 76
16101	1	S 77
16302	1	S 78
16492	1	S 79
16693	1	S 80
16883	1	S 81
17083	1	S 82
17284	1	S 83
17474	1	S 84
17675	1	S 85
17865	1	S 86
18065	1	S 87
18256	1	S 88
18456	1	S 89
18657	1	S 90
18847	1	S 91
19047	1	S 92
19238	1	S 93
19438	1	S 94
19629	1	S 95
19829	1	S 96
20029	1	S 97
20220	1	S 98
20420	1	S 99
20611	1	S100
20811	1	S101
21002	1	S102
21202	1	S103
21402	1	S104
21593	1	S105
21793	1	S106
21984	1	S107
22184	1	S108
22374	1	S109
22575	1	S110
22775	1	S111
22966	1	S112
23166	1	S113
23356	1	S114
23557	1	S115
23747	1	S116
23948	1	S117
24148	1	S118
24338	1	S119
24539	1	S120
24729	1	S121
24930	1	S122
25120	1	S123
25320	1	S124
25521	1	S125
25711	1	S126
25912	1	S127
26102	1	S128
26303	1	S129
26493	1	S130
26693	1	S131
26894	1	S132
27084	1	S133
27285	1	S134
27475	1	S135
27675	1	S136
