onset	duration	type
1	n/a	boundary
368	1	S  1
568	1	S  2
758	1	S  3
959	1	S  4
1149	1	S  5
1350	1	S  6
1550	1	S  7
1741	1	S  8
1941	1	S  9
2131	1	S 10
2332	1	S 11
2522	1	S 12
2723	1	S 13
2923	1	S 14
3113	1	S 15
3314	1	S 16
3504	1	S 17
3705	1	S 18
3895	1	S 19
4095	1	S 20
4296	1	S 21
4486	1	S 22
4687	1	S 23
4877	1	S 24
5077	1	S 25
5268	1	S 26
5468	1	S 27
5669	1	S 28
5859	1	S 29
6059	1	S 30
6250	1	S 31
6450	1	S 32
6641	1	S 33
6841	1	S 34
7041	1	S 35
7232	1	S 36
7432	1	S 37
7623	1	S 38
7823	1	S 39
8024	1	S 40
8214	1	S 41
8414	1	S 42
8605	1	S 43
8805	1	S 44
8996	1	S 45
9196	1	S 46
9396	1	S 47
9587	1	S 48
9787	1	S 49
9978	1	S 50
10178	1	S 51
10368	1	S 52
10569	1	S 53
10769	1	S 54
10960	1	S 55
11160	1	S 56
11350	1	S 57
11551	1	S 58
11741	1	S 59
11942	1	S 60
12142	1	S 61
12332	1	S 62
12533	1	S 63
12723	1	S 64
12924	1	S 65
13114	1	S 66
13315	1	S 67
13515	1	S 68
13705	1	S 69
13906	1	S 70
14096	1	S 71
14297	1	S 72
14487	1	S 73
14687	1	S 74
14888	1	S 75
15078	1	S 76
15279	1	S 77
15469	1	S 78
15669	1	S 79
15860	1	S 80
16060	1	S 81
16261	1	S 82
16451	1	S 83
16651	1	S 84
16842	1	S 85
17042	1	S 86
17233	1	S 87
17433	1	S 88
17633	1	S 89
17824	1	S 90
18024	1	S 91
18215	1	S 92
18415	1	S 93
18605	1	S 94
18806	1	S 95
19006	1	S 96
19197	1	S 97
19397	1	S 98
19588	1	S 99
19788	1	S100
19978	1	S101
20179	1	S102
20379	1	S103
20570	1	S104
20770	1	S105
20960	1	S106
21161	1	S107
21351	1	S108
21552	1	S109
21752	1	S110
21942	1	S111
22143	1	S112
22333	1	S113
22534	1	S114
22724	1	S115
22924	1	S116
23125	1	S117
23315	1	S118
23516	1	S119
23706	1	S120
23906	1	S121
24107	1	S122
24297	1	S123
24498	1	S124
24688	1	S125
24889	1	S126
25079	1	S127
25279	1	S128
25480	1	S129
25670	1	S130
25871	1	S131
26061	1	S132
26261	1	S133
26452	1	S134
26652	1	S135
26853	1	S136
27043	1	S137
27243	1	S138
27434	1	S139
27634	1	S140
27825	1	S141
28025	1	S142
28225	1	S143
28416	1	S144
28616	1	S145
28807	1	S146
29007	1	S147
29197	1	S148
29398	1	S149
29598	1	S150
29789	1	S151
29989	1	S152
30180	1	S153
30380	1	S154
30570	1	S155
30771	1	S156
30971	1	S157
31162	1	S158
31362	1	S159
31552	1	S160
31753	1	S161
31943	1	S162
32144	1	S163
32344	1	S164
32534	1	S165
32735	1	S166
32925	1	S167
33126	1	S168
33316	1	S169
