onset	duration	type
1	n/a	boundary
102	1	S  1
293	1	S  2
493	1	S  3
693	1	S  4
884	1	S  5
1084	1	S  6
1275	1	S  7
1475	1	S  8
1665	1	S  9
1866	1	S 10
2066	1	S 11
2257	1	S 12
2457	1	S 13
2647	1	S 14
2848	1	S 15
3038	1	S 16
3239	1	S 17
3439	1	S 18
3629	1	S 19
3830	1	S 20
4020	1	S 21
4221	1	S 22
4411	1	S 23
4612	1	S 24
4812	1	S 25
5002	1	S 26
5203	1	S 27
5393	1	S 28
5594	1	S 29
5784	1	S 30
5984	1	S 31
6185	1	S 32
6375	1	S 33
6576	1	S 34
6766	1	S 35
6966	1	S 36
7157	1	S 37
7357	1	S 38
7558	1	S 39
7748	1	S 40
7948	1	S 41
8139	1	S 42
8339	1	S 43
8530	1	S 44
8730	1	S 45
8930	1	S 46
9121	1	S 47
9321	1	S 48
9512	1	S 49
9712	1	S 50
9903	1	S 51
10103	1	S 52
10303	1	S 53
10494	1	S 54
10694	1	S 55
10885	1	S 56
11085	1	S 57
11275	1	S 58
11476	1	S 59
11676	1	S 60
11867	1	S 61
12067	1	S 62
12257	1	S 63
12458	1	S 64
12648	1	S 65
12849	1	S 66
13049	1	S 67
13239	1	S 68
13440	1	S 69
13630	1	S 70
13831	1	S 71
14021	1	S 72
14221	1	S 73
14422	1	S 74
14612	1	S 75
14813	1	S 76
15003	1	S 77
15204	1	S 78
15404	1	S 79
15594	1	S 80
15795	1	S 81
15985	1	S 82
16186	1	S 83
16376	1	S 84
16576	1	S 85
16777	1	S 86
16967	1	S 87
17168	1	S 88
17358	1	S 89
17558	1	S 90
17749	1	S 91
17949	1	S 92
18150	1	S 93
18340	1	S 94
18540	1	S 95
18731	1	S 96
18931	1	S 97
19122	1	S 98
19322	1	S 99
19522	1	S100
19713	1	S101
19913	1	S102
20104	1	S103
20304	1	S104
20494	1	S105
20695	1	S106
20895	1	S107
21086	1	S108
21286	1	S109
21477	1	S110
21677	1	S111
21867	1	S112
22068	1	S113
22268	1	S114
22459	1	S115
22659	1	S116
22849	1	S117
23050	1	S118
23240	1	S119
23441	1	S120
23641	1	S121
23831	1	S122
24032	1	S123
24222	1	S124
24423	1	S125
24613	1	S126
24813	1	S127
25014	1	S128
25204	1	S129
25405	1	S130
25595	1	S131
25795	1	S132
25986	1	S133
26186	1	S134
26387	1	S135
26577	1	S136
26778	1	S137
26968	1	S138
27168	1	S139
27359	1	S140
27559	1	S141
27760	1	S142
27950	1	S143
28150	1	S144
28341	1	S145
28541	1	S146
28732	1	S147
28932	1	S148
29132	1	S149
29323	1	S150
29523	1	S151
29714	1	S152
29914	1	S153
30104	1	S154
30305	1	S155
30505	1	S156
30696	1	S157
30896	1	S158
31086	1	S159
31287	1	S160
31487	1	S161
31678	1	S162
31878	1	S163
32068	1	S164
32269	1	S165
32459	1	S166
32660	1	S167
32860	1	S168
33051	1	S169
33251	1	S170
33441	1	S171
33642	1	S172
33832	1	S173
34033	1	S174
34233	1	S175
34423	1	S176
34624	1	S177
34814	1	S178
35015	1	S179
35205	1	S180
35405	1	S181
35606	1	S182
35796	1	S183
35997	1	S184
36187	1	S185
36387	1	S186
36578	1	S187
36778	1	S188
36979	1	S189
37169	1	S190
37369	1	S191
37560	1	S192
37760	1	S193
37951	1	S194
38151	1	S195
38352	1	S196
38542	1	S197
38742	1	S198
38933	1	S199
39133	1	S200
39324	1	S201
39524	1	S202
39724	1	S203
39915	1	S204
40115	1	S205
40306	1	S206
40506	1	S207
40696	1	S208
40897	1	S209
41097	1	S210
41288	1	S211
41488	1	S212
41678	1	S213
41879	1	S214
42069	1	S215
42270	1	S216
42470	1	S217
42660	1	S218
42861	1	S219
43051	1	S220
43252	1	S221
43442	1	S222
43643	1	S223
43843	1	S224
44033	1	S225
44234	1	S226
44424	1	S227
44625	1	S228
44815	1	S229
45015	1	S230
45216	1	S231
45406	1	S232
45607	1	S233
45797	1	S234
45997	1	S235
46188	1	S236
46388	1	S237
46589	1	S238
46779	1	S239
46979	1	S240
47170	1	S241
47370	1	S242
47571	1	S243
47761	1	S244
47961	1	S245
48152	1	S246
48352	1	S247
48543	1	S248
48743	1	S249
48944	1	S250
49134	1	S251
49334	1	S252
49525	1	S253
49725	1	S254
49916	1	S255
50316	1	S  1
50507	1	S  2
50707	1	S  3
50898	1	S  4
51098	1	S  5
51288	1	S  6
51489	1	S  7
51689	1	S  8
51880	1	S  9
52080	1	S 10
52270	1	S 11
52471	1	S 12
52661	1	S 13
52862	1	S 14
53062	1	S 15
53252	1	S 16
53453	1	S 17
53643	1	S 18
53844	1	S 19
54034	1	S 20
54234	1	S 21
54435	1	S 22
54625	1	S 23
54826	1	S 24
55016	1	S 25
55217	1	S 26
55407	1	S 27
55607	1	S 28
55808	1	S 29
55998	1	S 30
56199	1	S 31
56389	1	S 32
56589	1	S 33
56780	1	S 34
56980	1	S 35
57181	1	S 36
57371	1	S 37
57571	1	S 38
