onset	duration	type
1	n/a	boundary
90	1	S 19
280	1	S 20
481	1	S 21
671	1	S 22
871	1	S 23
1062	1	S 24
1262	1	S 25
1463	1	S 26
1653	1	S 27
1853	1	S 28
2044	1	S 29
2244	1	S 30
2435	1	S 31
2635	1	S 32
2836	1	S 33
3026	1	S 34
3226	1	S 35
3417	1	S 36
3617	1	S 37
3808	1	S 38
4008	1	S 39
4208	1	S 40
4399	1	S 41
4599	1	S 42
4790	1	S 43
4990	1	S 44
5180	1	S 45
5381	1	S 46
5581	1	S 47
5772	1	S 48
5972	1	S 49
6162	1	S 50
6363	1	S 51
6553	1	S 52
6754	1	S 53
6954	1	S 54
7144	1	S 55
7345	1	S 56
7535	1	S 57
7736	1	S 58
7936	1	S 59
8126	1	S 60
8327	1	S 61
8517	1	S 62
8718	1	S 63
8908	1	S 64
9109	1	S 65
9309	1	S 66
9499	1	S 67
9700	1	S 68
9890	1	S 69
10091	1	S 70
10281	1	S 71
10481	1	S 72
10682	1	S 73
10872	1	S 74
11073	1	S 75
11263	1	S 76
11463	1	S 77
11654	1	S 78
11854	1	S 79
12055	1	S 80
12245	1	S 81
12445	1	S 82
12636	1	S 83
12836	1	S 84
13027	1	S 85
13227	1	S 86
13428	1	S 87
13618	1	S 88
13818	1	S 89
14009	1	S 90
14209	1	S 91
14400	1	S 92
14600	1	S 93
14800	1	S 94
14991	1	S 95
15191	1	S 96
15382	1	S 97
15582	1	S 98
15772	1	S 99
15973	1	S100
16173	1	S101
16364	1	S102
16564	1	S103
16754	1	S104
16955	1	S105
17145	1	S106
17346	1	S107
17546	1	S108
17736	1	S109
17937	1	S110
18127	1	S111
18328	1	S112
18518	1	S113
18718	1	S114
18919	1	S115
19109	1	S116
19310	1	S117
19500	1	S118
19701	1	S119
19891	1	S120
20091	1	S121
20292	1	S122
20482	1	S123
20683	1	S124
20873	1	S125
21073	1	S126
21264	1	S127
21464	1	S128
21665	1	S129
21855	1	S130
22055	1	S131
22246	1	S132
22446	1	S133
22637	1	S134
22837	1	S135
23037	1	S136
23228	1	S137
23428	1	S138
23619	1	S139
23819	1	S140
24020	1	S141
24210	1	S142
24410	1	S143
24601	1	S144
24801	1	S145
24992	1	S146
25192	1	S147
25392	1	S148
25583	1	S149
25783	1	S150
25974	1	S151
26174	1	S152
26364	1	S153
26565	1	S154
26765	1	S155
26956	1	S156
27156	1	S157
27346	1	S158
27547	1	S159
27737	1	S160
27938	1	S161
28138	1	S162
28328	1	S163
28529	1	S164
28719	1	S165
28920	1	S166
29110	1	S167
29310	1	S168
29511	1	S169
29701	1	S170
29902	1	S171
30092	1	S172
30293	1	S173
30483	1	S174
30683	1	S175
30884	1	S176
31074	1	S177
31275	1	S178
31465	1	S179
31665	1	S180
31856	1	S181
32056	1	S182
32257	1	S183
32447	1	S184
32647	1	S185
32838	1	S186
33038	1	S187
33229	1	S188
33429	1	S189
33629	1	S190
33820	1	S191
34020	1	S192
34211	1	S193
34411	1	S194
34601	1	S195
34802	1	S196
35002	1	S197
35193	1	S198
35393	1	S199
35583	1	S200
35784	1	S201
35974	1	S202
36175	1	S203
36375	1	S204
36566	1	S205
36766	1	S206
36956	1	S207
37157	1	S208
37347	1	S209
37548	1	S210
37748	1	S211
37938	1	S212
38139	1	S213
38329	1	S214
38530	1	S215
38720	1	S216
38920	1	S217
39121	1	S218
39311	1	S219
39512	1	S220
39702	1	S221
39902	1	S222
40103	1	S223
40293	1	S224
40494	1	S225
40684	1	S226
40884	1	S227
41075	1	S228
41275	1	S229
41476	1	S230
41666	1	S231
41867	1	S232
42057	1	S233
42257	1	S234
42448	1	S235
42648	1	S236
42849	1	S237
43039	1	S238
43239	1	S239
43430	1	S240
43630	1	S241
43821	1	S242
44021	1	S243
44221	1	S244
44412	1	S245
44612	1	S246
44803	1	S247
45003	1	S248
45193	1	S249
45394	1	S250
45594	1	S251
45785	1	S252
45985	1	S253
46175	1	S254
46376	1	S255
46767	1	S  1
46967	1	S  2
47157	1	S  3
47358	1	S  4
47548	1	S  5
47749	1	S  6
47939	1	S  7
48140	1	S  8
48340	1	S  9
48530	1	S 10
48731	1	S 11
48921	1	S 12
49122	1	S 13
49312	1	S 14
49512	1	S 15
49713	1	S 16
49903	1	S 17
50104	1	S 18
50294	1	S 19
50494	1	S 20
50685	1	S 21
50885	1	S 22
51086	1	S 23
51276	1	S 24
51476	1	S 25
51667	1	S 26
51867	1	S 27
52058	1	S 28
52258	1	S 29
52459	1	S 30
52649	1	S 31
52849	1	S 32
53040	1	S 33
53240	1	S 34
53430	1	S 35
53631	1	S 36
53831	1	S 37
54022	1	S 38
54222	1	S 39
54413	1	S 40
54613	1	S 41
54803	1	S 42
55004	1	S 43
55204	1	S 44
55395	1	S 45
55595	1	S 46
55785	1	S 47
55986	1	S 48
56186	1	S 49
56377	1	S 50
56577	1	S 51
56767	1	S 52
56968	1	S 53
57158	1	S 54
57359	1	S 55
57559	1	S 56
57749	1	S 57
57950	1	S 58
58140	1	S 59
58341	1	S 60
58531	1	S 61
58731	1	S 62
58932	1	S 63
59122	1	S 64
59323	1	S 65
59513	1	S 66
59714	1	S 67
59904	1	S 68
60104	1	S 69
60305	1	S 70
60495	1	S 71
60696	1	S 72
60886	1	S 73
61086	1	S 74
61277	1	S 75
61477	1	S 76
61678	1	S 77
61868	1	S 78
62068	1	S 79
62259	1	S 80
62459	1	S 81
62650	1	S 82
62850	1	S 83
63050	1	S 84
63241	1	S 85
63441	1	S 86
63632	1	S 87
63832	1	S 88
64022	1	S 89
64223	1	S 90
64423	1	S 91
