onset	duration	type
1	n/a	boundary
163	1	S242
353	1	S243
553	1	S244
754	1	S245
944	1	S246
1145	1	S247
1335	1	S248
1535	1	S249
1736	1	S250
1926	1	S251
2127	1	S252
2317	1	S253
2518	1	S254
2708	1	S255
3109	1	S  1
3299	1	S  2
3500	1	S  3
3690	1	S  4
3890	1	S  5
4081	1	S  6
4281	1	S  7
4482	1	S  8
4672	1	S  9
4872	1	S 10
5063	1	S 11
5263	1	S 12
5454	1	S 13
5654	1	S 14
5854	1	S 15
6045	1	S 16
6245	1	S 17
6436	1	S 18
6636	1	S 19
6826	1	S 20
7027	1	S 21
7227	1	S 22
7418	1	S 23
7618	1	S 24
7809	1	S 25
8009	1	S 26
8199	1	S 27
8400	1	S 28
8600	1	S 29
8791	1	S 30
8991	1	S 31
9181	1	S 32
9382	1	S 33
9572	1	S 34
9773	1	S 35
9973	1	S 36
10163	1	S 37
10364	1	S 38
10554	1	S 39
10755	1	S 40
10945	1	S 41
11145	1	S 42
11346	1	S 43
11536	1	S 44
11737	1	S 45
11927	1	S 46
12127	1	S 47
12318	1	S 48
12518	1	S 49
12719	1	S 50
12909	1	S 51
13110	1	S 52
13300	1	S 53
13500	1	S 54
13691	1	S 55
13891	1	S 56
14092	1	S 57
14282	1	S 58
14482	1	S 59
14673	1	S 60
14873	1	S 61
15064	1	S 62
15264	1	S 63
15464	1	S 64
15655	1	S 65
15855	1	S 66
16046	1	S 67
16246	1	S 68
16436	1	S 69
16637	1	S 70
16837	1	S 71
17028	1	S 72
17228	1	S 73
17418	1	S 74
17619	1	S 75
17809	1	S 76
18010	1	S 77
18210	1	S 78
18400	1	S 79
18601	1	S 80
18791	1	S 81
18992	1	S 82
19192	1	S 83
19383	1	S 84
19583	1	S 85
19773	1	S 86
19974	1	S 87
20164	1	S 88
20365	1	S 89
20565	1	S 90
20755	1	S 91
20956	1	S 92
21146	1	S 93
21347	1	S 94
21537	1	S 95
21737	1	S 96
21938	1	S 97
22128	1	S 98
22329	1	S 99
22519	1	S100
22719	1	S101
22910	1	S102
23110	1	S103
23311	1	S104
23501	1	S105
23701	1	S106
23892	1	S107
24092	1	S108
24283	1	S109
24483	1	S110
24684	1	S111
24874	1	S112
25074	1	S113
25265	1	S114
25465	1	S115
25656	1	S116
25856	1	S117
26056	1	S118
26247	1	S119
26447	1	S120
26638	1	S121
26838	1	S122
27028	1	S123
27229	1	S124
27429	1	S125
27620	1	S126
27820	1	S127
28010	1	S128
28211	1	S129
28401	1	S130
28602	1	S131
28802	1	S132
28992	1	S133
29193	1	S134
29383	1	S135
29584	1	S136
29774	1	S137
29974	1	S138
30175	1	S139
30365	1	S140
30566	1	S141
30756	1	S142
30957	1	S143
31147	1	S144
31347	1	S145
31548	1	S146
31738	1	S147
31939	1	S148
32129	1	S149
32329	1	S150
32520	1	S151
32720	1	S152
32921	1	S153
33111	1	S154
33311	1	S155
33502	1	S156
33702	1	S157
33893	1	S158
34093	1	S159
34293	1	S160
34484	1	S161
34684	1	S162
34875	1	S163
35075	1	S164
35275	1	S165
35466	1	S166
35666	1	S167
35857	1	S168
36057	1	S169
36248	1	S170
36448	1	S171
36648	1	S172
36839	1	S173
37039	1	S174
37230	1	S175
37430	1	S176
37620	1	S177
37821	1	S178
38021	1	S179
38212	1	S180
38412	1	S181
38602	1	S182
38803	1	S183
38993	1	S184
39194	1	S185
39394	1	S186
39584	1	S187
39785	1	S188
39975	1	S189
40176	1	S190
40366	1	S191
40566	1	S192
40767	1	S193
40957	1	S194
41158	1	S195
41348	1	S196
41549	1	S197
41739	1	S198
41939	1	S199
42140	1	S200
42330	1	S201
42531	1	S202
42721	1	S203
42921	1	S204
43112	1	S205
43312	1	S206
43513	1	S207
43703	1	S208
43903	1	S209
44094	1	S210
44294	1	S211
44485	1	S212
44685	1	S213
44885	1	S214
45076	1	S215
45276	1	S216
45467	1	S217
45667	1	S218
45857	1	S219
46058	1	S220
46258	1	S221
46449	1	S222
46649	1	S223
46839	1	S224
47040	1	S225
47230	1	S226
47431	1	S227
47631	1	S228
47822	1	S229
48022	1	S230
48212	1	S231
48413	1	S232
48603	1	S233
48804	1	S234
49004	1	S235
49194	1	S236
49395	1	S237
49585	1	S238
49786	1	S239
49976	1	S240
50176	1	S241
50377	1	S242
50567	1	S243
50768	1	S244
50958	1	S245
51158	1	S246
51359	1	S247
51549	1	S248
51750	1	S249
51940	1	S250
52140	1	S251
52331	1	S252
52531	1	S253
52732	1	S254
52922	1	S255
53313	1	S  1
53513	1	S  2
53704	1	S  3
53904	1	S  4
54105	1	S  5
