onset	duration	type
1	n/a	boundary
129	1	S130
320	1	S131
520	1	S132
710	1	S133
911	1	S134
1111	1	S135
1302	1	S136
1502	1	S137
1692	1	S138
1893	1	S139
2083	1	S140
2284	1	S141
2484	1	S142
2674	1	S143
2875	1	S144
3065	1	S145
3266	1	S146
3456	1	S147
3656	1	S148
3857	1	S149
4047	1	S150
4248	1	S151
4438	1	S152
4638	1	S153
4829	1	S154
5029	1	S155
5230	1	S156
5420	1	S157
5621	1	S158
5811	1	S159
6011	1	S160
6212	1	S161
6402	1	S162
6603	1	S163
6793	1	S164
6993	1	S165
7184	1	S166
7384	1	S167
7585	1	S168
7775	1	S169
