onset	duration	type
1	n/a	boundary
43	1	S 85
243	1	S 86
434	1	S 87
634	1	S 88
825	1	S 89
1025	1	S 90
1225	1	S 91
1416	1	S 92
1616	1	S 93
1807	1	S 94
2007	1	S 95
2197	1	S 96
2398	1	S 97
2598	1	S 98
2789	1	S 99
2989	1	S100
3179	1	S101
3380	1	S102
3570	1	S103
3771	1	S104
3971	1	S105
4162	1	S106
4362	1	S107
4552	1	S108
4753	1	S109
4943	1	S110
5144	1	S111
5344	1	S112
5534	1	S113
5735	1	S114
5925	1	S115
6126	1	S116
6316	1	S117
6516	1	S118
6717	1	S119
6907	1	S120
7108	1	S121
7298	1	S122
7498	1	S123
7689	1	S124
7889	1	S125
8090	1	S126
8280	1	S127
8480	1	S128
8671	1	S129
8871	1	S130
9072	1	S131
9262	1	S132
9463	1	S133
9653	1	S134
9853	1	S135
10044	1	S136
10244	1	S137
10445	1	S138
10635	1	S139
10835	1	S140
11026	1	S141
11226	1	S142
11417	1	S143
11617	1	S144
11817	1	S145
12008	1	S146
12208	1	S147
12399	1	S148
12599	1	S149
12789	1	S150
12990	1	S151
13190	1	S152
13381	1	S153
13581	1	S154
13771	1	S155
13972	1	S156
14162	1	S157
14363	1	S158
14563	1	S159
14754	1	S160
14954	1	S161
15144	1	S162
15345	1	S163
15535	1	S164
15736	1	S165
15936	1	S166
16126	1	S167
16327	1	S168
16517	1	S169
16718	1	S170
16908	1	S171
17108	1	S172
17309	1	S173
17499	1	S174
17700	1	S175
17890	1	S176
18090	1	S177
18281	1	S178
18481	1	S179
18682	1	S180
18872	1	S181
19072	1	S182
19263	1	S183
19463	1	S184
19654	1	S185
19854	1	S186
20055	1	S187
20245	1	S188
20445	1	S189
20636	1	S190
20836	1	S191
21027	1	S192
21227	1	S193
21427	1	S194
21618	1	S195
21818	1	S196
22009	1	S197
22209	1	S198
22399	1	S199
22600	1	S200
22800	1	S201
22991	1	S202
23191	1	S203
23381	1	S204
23582	1	S205
23772	1	S206
23973	1	S207
24173	1	S208
24363	1	S209
24564	1	S210
24754	1	S211
24955	1	S212
25155	1	S213
25345	1	S214
25546	1	S215
25736	1	S216
25937	1	S217
26127	1	S218
26328	1	S219
26528	1	S220
26718	1	S221
26919	1	S222
27109	1	S223
27310	1	S224
27500	1	S225
27700	1	S226
27901	1	S227
28091	1	S228
28292	1	S229
28482	1	S230
28682	1	S231
28873	1	S232
29073	1	S233
29274	1	S234
29464	1	S235
29664	1	S236
29855	1	S237
30055	1	S238
30246	1	S239
30446	1	S240
30646	1	S241
30837	1	S242
31037	1	S243
31228	1	S244
31428	1	S245
31619	1	S246
31819	1	S247
32019	1	S248
32210	1	S249
32410	1	S250
32601	1	S251
32801	1	S252
32991	1	S253
33192	1	S254
33392	1	S255
33783	1	S  1
33973	1	S  2
34174	1	S  3
34364	1	S  4
34565	1	S  5
34765	1	S  6
34955	1	S  7
35156	1	S  8
35346	1	S  9
35547	1	S 10
35737	1	S 11
35937	1	S 12
36138	1	S 13
36328	1	S 14
36529	1	S 15
36719	1	S 16
36919	1	S 17
37110	1	S 18
37310	1	S 19
37511	1	S 20
37701	1	S 21
37902	1	S 22
38092	1	S 23
38292	1	S 24
38483	1	S 25
38683	1	S 26
38884	1	S 27
39074	1	S 28
39274	1	S 29
39465	1	S 30
39665	1	S 31
39856	1	S 32
40056	1	S 33
40256	1	S 34
40447	1	S 35
40647	1	S 36
40838	1	S 37
41038	1	S 38
41238	1	S 39
41429	1	S 40
41629	1	S 41
41820	1	S 42
42020	1	S 43
42210	1	S 44
42411	1	S 45
42611	1	S 46
42802	1	S 47
43002	1	S 48
43193	1	S 49
43393	1	S 50
43583	1	S 51
43784	1	S 52
43984	1	S 53
44175	1	S 54
44375	1	S 55
44565	1	S 56
44766	1	S 57
44956	1	S 58
45157	1	S 59
45357	1	S 60
45547	1	S 61
45748	1	S 62
45938	1	S 63
46139	1	S 64
46329	1	S 65
46529	1	S 66
46730	1	S 67
46920	1	S 68
47121	1	S 69
47311	1	S 70
47511	1	S 71
47702	1	S 72
47902	1	S 73
48103	1	S 74
48293	1	S 75
48494	1	S 76
48684	1	S 77
48884	1	S 78
49075	1	S 79
49275	1	S 80
49476	1	S 81
49666	1	S 82
49866	1	S 83
50057	1	S 84
50257	1	S 85
50448	1	S 86
50648	1	S 87
50848	1	S 88
51039	1	S 89
51239	1	S 90
51430	1	S 91
51630	1	S 92
51820	1	S 93
52021	1	S 94
52221	1	S 95
52412	1	S 96
52612	1	S 97
52802	1	S 98
53003	1	S 99
53193	1	S100
53394	1	S101
53594	1	S102
53784	1	S103
53985	1	S104
54175	1	S105
54376	1	S106
54566	1	S107
54767	1	S108
54967	1	S109
55157	1	S110
55358	1	S111
55548	1	S112
55749	1	S113
55939	1	S114
56139	1	S115
56340	1	S116
56530	1	S117
56731	1	S118
56921	1	S119
57121	1	S120
57322	1	S121
57512	1	S122
57713	1	S123
57903	1	S124
58103	1	S125
58294	1	S126
58494	1	S127
58695	1	S128
58885	1	S129
59085	1	S130
59276	1	S131
59476	1	S132
59667	1	S133
59867	1	S134
60068	1	S135
60258	1	S136
60458	1	S137
60649	1	S138
60849	1	S139
61040	1	S140
61240	1	S141
61440	1	S142
61631	1	S143
61831	1	S144
62022	1	S145
62222	1	S146
62412	1	S147
62613	1	S148
62813	1	S149
63004	1	S150
63204	1	S151
63394	1	S152
63595	1	S153
63785	1	S154
63986	1	S155
64186	1	S156
64376	1	S157
64577	1	S158
64767	1	S159
64968	1	S160
65158	1	S161
65358	1	S162
65559	1	S163
65749	1	S164
65950	1	S165
66140	1	S166
66341	1	S167
66531	1	S168
66731	1	S169
66932	1	S170
67122	1	S171
67323	1	S172
67513	1	S173
67713	1	S174
67904	1	S175
68104	1	S176
68305	1	S177
68495	1	S178
68695	1	S179
68886	1	S180
69086	1	S181
69277	1	S182
69477	1	S183
69677	1	S184
69868	1	S185
70068	1	S186
70259	1	S187
70459	1	S188
70649	1	S189
70850	1	S190
71050	1	S191
71241	1	S192
71441	1	S193
71632	1	S194
71832	1	S195
72022	1	S196
72223	1	S197
72423	1	S198
72614	1	S199
