onset	duration	type
1	n/a	boundary
198	1	S239
398	1	S240
588	1	S241
789	1	S242
979	1	S243
1180	1	S244
1370	1	S245
1571	1	S246
1771	1	S247
1961	1	S248
2162	1	S249
2352	1	S250
2553	1	S251
2743	1	S252
2943	1	S253
3144	1	S254
3334	1	S255
3725	1	S  1
3925	1	S  2
4116	1	S  3
4316	1	S  4
4517	1	S  5
4707	1	S  6
4907	1	S  7
5098	1	S  8
5298	1	S  9
5489	1	S 10
5689	1	S 11
5889	1	S 12
6080	1	S 13
6280	1	S 14
6471	1	S 15
6671	1	S 16
6872	1	S 17
7062	1	S 18
7262	1	S 19
7453	1	S 20
7653	1	S 21
7844	1	S 22
8044	1	S 23
8244	1	S 24
8435	1	S 25
8635	1	S 26
8826	1	S 27
9026	1	S 28
9216	1	S 29
9417	1	S 30
9617	1	S 31
9808	1	S 32
10008	1	S 33
10198	1	S 34
10399	1	S 35
10589	1	S 36
10790	1	S 37
10990	1	S 38
11180	1	S 39
11381	1	S 40
11571	1	S 41
11772	1	S 42
11962	1	S 43
12162	1	S 44
12363	1	S 45
12553	1	S 46
12754	1	S 47
12944	1	S 48
13145	1	S 49
13335	1	S 50
13535	1	S 51
13736	1	S 52
13926	1	S 53
14127	1	S 54
14317	1	S 55
14517	1	S 56
14708	1	S 57
14908	1	S 58
15109	1	S 59
15299	1	S 60
15499	1	S 61
15690	1	S 62
15890	1	S 63
16081	1	S 64
16281	1	S 65
16481	1	S 66
16672	1	S 67
16872	1	S 68
17063	1	S 69
17263	1	S 70
17453	1	S 71
17654	1	S 72
17854	1	S 73
18045	1	S 74
18245	1	S 75
18436	1	S 76
18636	1	S 77
18826	1	S 78
19027	1	S 79
19227	1	S 80
19418	1	S 81
19618	1	S 82
19808	1	S 83
20009	1	S 84
20199	1	S 85
20400	1	S 86
20600	1	S 87
20790	1	S 88
20991	1	S 89
21181	1	S 90
21382	1	S 91
21572	1	S 92
21772	1	S 93
21973	1	S 94
22163	1	S 95
22364	1	S 96
22554	1	S 97
22754	1	S 98
22955	1	S 99
23145	1	S100
23346	1	S101
23536	1	S102
23737	1	S103
23927	1	S104
24127	1	S105
24328	1	S106
24518	1	S107
24719	1	S108
24909	1	S109
25109	1	S110
25300	1	S111
25500	1	S112
25701	1	S113
25891	1	S114
26091	1	S115
26282	1	S116
26482	1	S117
26673	1	S118
26873	1	S119
27073	1	S120
27264	1	S121
27464	1	S122
27655	1	S123
27855	1	S124
28045	1	S125
28246	1	S126
28446	1	S127
28637	1	S128
28837	1	S129
29027	1	S130
29228	1	S131
29418	1	S132
29619	1	S133
29819	1	S134
30010	1	S135
30210	1	S136
30400	1	S137
30601	1	S138
30791	1	S139
30992	1	S140
31192	1	S141
31382	1	S142
31583	1	S143
31773	1	S144
31974	1	S145
32164	1	S146
32364	1	S147
32565	1	S148
