onset	duration	type
1	n/a	boundary
180	1	S196
380	1	S197
571	1	S198
771	1	S199
961	1	S200
1162	1	S201
1362	1	S202
1553	1	S203
1753	1	S204
1943	1	S205
2144	1	S206
2334	1	S207
2535	1	S208
2735	1	S209
2925	1	S210
3126	1	S211
3316	1	S212
3517	1	S213
3707	1	S214
3907	1	S215
4108	1	S216
4298	1	S217
4499	1	S218
4689	1	S219
4890	1	S220
5080	1	S221
5280	1	S222
5481	1	S223
5671	1	S224
5872	1	S225
6062	1	S226
6262	1	S227
6453	1	S228
6653	1	S229
6854	1	S230
7044	1	S231
7244	1	S232
7435	1	S233
7635	1	S234
7826	1	S235
8026	1	S236
8226	1	S237
8417	1	S238
8617	1	S239
8808	1	S240
9008	1	S241
9198	1	S242
9399	1	S243
