onset	duration	type
1	n/a	boundary
168	1	S 70
368	1	S 71
559	1	S 72
759	1	S 73
949	1	S 74
1150	1	S 75
1350	1	S 76
1541	1	S 77
1741	1	S 78
1931	1	S 79
2132	1	S 80
2322	1	S 81
2523	1	S 82
2723	1	S 83
2913	1	S 84
3114	1	S 85
3304	1	S 86
3505	1	S 87
3695	1	S 88
3895	1	S 89
4096	1	S 90
4286	1	S 91
4487	1	S 92
4677	1	S 93
4877	1	S 94
5068	1	S 95
5268	1	S 96
5469	1	S 97
5659	1	S 98
5860	1	S 99
6050	1	S100
6250	1	S101
6441	1	S102
6641	1	S103
6842	1	S104
7032	1	S105
7232	1	S106
7423	1	S107
7623	1	S108
7814	1	S109
8014	1	S110
8214	1	S111
8405	1	S112
8605	1	S113
8796	1	S114
8996	1	S115
9186	1	S116
9387	1	S117
9587	1	S118
9778	1	S119
9978	1	S120
10168	1	S121
10369	1	S122
10559	1	S123
10760	1	S124
10960	1	S125
11150	1	S126
11351	1	S127
11541	1	S128
11742	1	S129
11942	1	S130
12133	1	S131
12333	1	S132
12523	1	S133
12724	1	S134
12914	1	S135
13115	1	S136
13315	1	S137
13505	1	S138
13706	1	S139
13896	1	S140
14097	1	S141
14287	1	S142
14487	1	S143
14688	1	S144
14878	1	S145
15079	1	S146
15269	1	S147
15469	1	S148
15660	1	S149
15860	1	S150
16061	1	S151
16251	1	S152
16451	1	S153
16642	1	S154
16842	1	S155
17033	1	S156
17233	1	S157
17434	1	S158
17624	1	S159
17824	1	S160
18015	1	S161
18215	1	S162
18406	1	S163
18606	1	S164
18806	1	S165
18997	1	S166
19197	1	S167
19388	1	S168
19588	1	S169
19778	1	S170
19979	1	S171
20179	1	S172
20370	1	S173
20570	1	S174
20760	1	S175
20961	1	S176
21151	1	S177
21352	1	S178
21552	1	S179
21742	1	S180
21943	1	S181
22133	1	S182
22334	1	S183
22524	1	S184
22724	1	S185
22925	1	S186
23115	1	S187
23316	1	S188
23506	1	S189
23707	1	S190
23897	1	S191
24097	1	S192
24298	1	S193
24488	1	S194
24689	1	S195
24879	1	S196
25079	1	S197
25270	1	S198
25470	1	S199
25671	1	S200
25861	1	S201
26061	1	S202
26252	1	S203
26452	1	S204
26643	1	S205
26843	1	S206
27043	1	S207
27234	1	S208
27434	1	S209
27625	1	S210
27825	1	S211
28025	1	S212
28216	1	S213
28416	1	S214
28607	1	S215
28807	1	S216
28997	1	S217
29198	1	S218
29398	1	S219
29589	1	S220
29789	1	S221
29980	1	S222
30180	1	S223
30370	1	S224
30571	1	S225
30771	1	S226
30962	1	S227
31162	1	S228
31352	1	S229
31553	1	S230
31743	1	S231
31944	1	S232
32144	1	S233
32334	1	S234
32535	1	S235
32725	1	S236
32926	1	S237
33116	1	S238
33316	1	S239
33517	1	S240
33707	1	S241
33908	1	S242
34098	1	S243
34298	1	S244
34489	1	S245
34689	1	S246
34890	1	S247
35080	1	S248
35281	1	S249
35471	1	S250
35671	1	S251
35862	1	S252
36062	1	S253
36263	1	S254
36453	1	S255
36844	1	S  1
37044	1	S  2
37235	1	S  3
37435	1	S  4
37635	1	S  5
37826	1	S  6
38026	1	S  7
38217	1	S  8
38417	1	S  9
38607	1	S 10
38808	1	S 11
39008	1	S 12
39199	1	S 13
39399	1	S 14
39589	1	S 15
39790	1	S 16
39980	1	S 17
40181	1	S 18
40381	1	S 19
40571	1	S 20
40772	1	S 21
40962	1	S 22
41163	1	S 23
41353	1	S 24
41554	1	S 25
41754	1	S 26
41944	1	S 27
42145	1	S 28
42335	1	S 29
42536	1	S 30
42726	1	S 31
42926	1	S 32
43127	1	S 33
43317	1	S 34
43518	1	S 35
43708	1	S 36
43908	1	S 37
44109	1	S 38
44299	1	S 39
44500	1	S 40
44690	1	S 41
44890	1	S 42
45081	1	S 43
45281	1	S 44
45482	1	S 45
45672	1	S 46
45872	1	S 47
46063	1	S 48
46263	1	S 49
46454	1	S 50
46654	1	S 51
46855	1	S 52
47045	1	S 53
47245	1	S 54
47436	1	S 55
47636	1	S 56
47827	1	S 57
48027	1	S 58
48227	1	S 59
48418	1	S 60
48618	1	S 61
48809	1	S 62
49009	1	S 63
49199	1	S 64
49400	1	S 65
49600	1	S 66
49791	1	S 67
49991	1	S 68
50181	1	S 69
50382	1	S 70
50572	1	S 71
50773	1	S 72
50973	1	S 73
51163	1	S 74
51364	1	S 75
51554	1	S 76
51755	1	S 77
51945	1	S 78
52146	1	S 79
52346	1	S 80
52536	1	S 81
52737	1	S 82
52927	1	S 83
53128	1	S 84
53318	1	S 85
53518	1	S 86
53719	1	S 87
53909	1	S 88
54110	1	S 89
54300	1	S 90
54500	1	S 91
54691	1	S 92
54891	1	S 93
55092	1	S 94
55282	1	S 95
55482	1	S 96
55673	1	S 97
55873	1	S 98
56064	1	S 99
56264	1	S100
56464	1	S101
56655	1	S102
56855	1	S103
57046	1	S104
57246	1	S105
57436	1	S106
57637	1	S107
57837	1	S108
58028	1	S109
58228	1	S110
58419	1	S111
58619	1	S112
58809	1	S113
59010	1	S114
59210	1	S115
59401	1	S116
59601	1	S117
59791	1	S118
59992	1	S119
60192	1	S120
60383	1	S121
60583	1	S122
60773	1	S123
60974	1	S124
61164	1	S125
61365	1	S126
61565	1	S127
61755	1	S128
61956	1	S129
62146	1	S130
62347	1	S131
62537	1	S132
62737	1	S133
62938	1	S134
63128	1	S135
63329	1	S136
63519	1	S137
63720	1	S138
63910	1	S139
64110	1	S140
64311	1	S141
64501	1	S142
64702	1	S143
64892	1	S144
65092	1	S145
65283	1	S146
65483	1	S147
65684	1	S148
65874	1	S149
66074	1	S150
66265	1	S151
66465	1	S152
66656	1	S153
66856	1	S154
67056	1	S155
67247	1	S156
67447	1	S157
67638	1	S158
67838	1	S159
68028	1	S160
68229	1	S161
68429	1	S162
68620	1	S163
68820	1	S164
69010	1	S165
69211	1	S166
69401	1	S167
69602	1	S168
69802	1	S169
69993	1	S170
70193	1	S171
70383	1	S172
70584	1	S173
70774	1	S174
70975	1	S175
71175	1	S176
71365	1	S177
71566	1	S178
71756	1	S179
71957	1	S180
72147	1	S181
72347	1	S182
72548	1	S183
72738	1	S184
72939	1	S185
73129	1	S186
73329	1	S187
73520	1	S188
73720	1	S189
73921	1	S190
74111	1	S191
74312	1	S192
74502	1	S193
74702	1	S194
74893	1	S195
75093	1	S196
75294	1	S197
75484	1	S198
75684	1	S199
75875	1	S200
76075	1	S201
76276	1	S202
76466	1	S203
76666	1	S204
76857	1	S205
77057	1	S206
77248	1	S207
77448	1	S208
77648	1	S209
77839	1	S210
78039	1	S211
78230	1	S212
78430	1	S213
78620	1	S214
78821	1	S215
79021	1	S216
79212	1	S217
79412	1	S218
79602	1	S219
79803	1	S220
79993	1	S221
80194	1	S222
80394	1	S223
80585	1	S224
80785	1	S225
80975	1	S226
81176	1	S227
81366	1	S228
81567	1	S229
81767	1	S230
81957	1	S231
82158	1	S232
82348	1	S233
82549	1	S234
82739	1	S235
82939	1	S236
83140	1	S237
83330	1	S238
83531	1	S239
83721	1	S240
83921	1	S241
84112	1	S242
84312	1	S243
84513	1	S244
84703	1	S245
84903	1	S246
85094	1	S247
85294	1	S248
85485	1	S249
85685	1	S250
85886	1	S251
86076	1	S252
86276	1	S253
86467	1	S254
86667	1	S255
87058	1	S  1
87258	1	S  2
87449	1	S  3
87649	1	S  4
87840	1	S  5
88040	1	S  6
88230	1	S  7
88431	1	S  8
88631	1	S  9
88822	1	S 10
89022	1	S 11
89212	1	S 12
89413	1	S 13
89603	1	S 14
89804	1	S 15
90004	1	S 16
90194	1	S 17
90395	1	S 18
90585	1	S 19
90786	1	S 20
90976	1	S 21
91176	1	S 22
91377	1	S 23
91567	1	S 24
91768	1	S 25
91958	1	S 26
92159	1	S 27
92349	1	S 28
92549	1	S 29
92750	1	S 30
92940	1	S 31
93141	1	S 32
93331	1	S 33
93531	1	S 34
93732	1	S 35
93922	1	S 36
94123	1	S 37
94313	1	S 38
94513	1	S 39
94704	1	S 40
94904	1	S 41
95105	1	S 42
95295	1	S 43
95495	1	S 44
95686	1	S 45
95886	1	S 46
96077	1	S 47
96277	1	S 48
96477	1	S 49
96668	1	S 50
96868	1	S 51
97059	1	S 52
97259	1	S 53
97450	1	S 54
97650	1	S 55
97850	1	S 56
98041	1	S 57
98241	1	S 58
98432	1	S 59
98632	1	S 60
98822	1	S 61
99023	1	S 62
99223	1	S 63
99414	1	S 64
99614	1	S 65
99804	1	S 66
100005	1	S 67
100195	1	S 68
100396	1	S 69
100596	1	S 70
100786	1	S 71
100987	1	S 72
101177	1	S 73
101378	1	S 74
101568	1	S 75
101768	1	S 76
101969	1	S 77
102159	1	S 78
102360	1	S 79
102550	1	S 80
102751	1	S 81
102941	1	S 82
103141	1	S 83
103342	1	S 84
103532	1	S 85
103733	1	S 86
103923	1	S 87
104123	1	S 88
104314	1	S 89
104514	1	S 90
104715	1	S 91
104905	1	S 92
105105	1	S 93
105296	1	S 94
105496	1	S 95
105687	1	S 96
105887	1	S 97
106087	1	S 98
106278	1	S 99
106478	1	S100
106669	1	S101
106869	1	S102
107059	1	S103
107260	1	S104
107460	1	S105
107651	1	S106
107851	1	S107
108041	1	S108
108242	1	S109
108432	1	S110
108633	1	S111
108833	1	S112
109024	1	S113
109224	1	S114
109414	1	S115
109615	1	S116
109815	1	S117
110006	1	S118
110206	1	S119
110396	1	S120
110597	1	S121
110787	1	S122
110988	1	S123
111188	1	S124
111378	1	S125
111579	1	S126
111769	1	S127
111970	1	S128
112160	1	S129
112360	1	S130
112561	1	S131
112751	1	S132
112952	1	S133
113142	1	S134
113342	1	S135
113533	1	S136
113733	1	S137
113934	1	S138
114124	1	S139
114325	1	S140
114515	1	S141
114715	1	S142
114906	1	S143
115106	1	S144
115307	1	S145
115497	1	S146
115697	1	S147
115888	1	S148
116088	1	S149
116279	1	S150
116479	1	S151
116679	1	S152
116870	1	S153
117070	1	S154
117261	1	S155
117461	1	S156
117651	1	S157
117852	1	S158
118052	1	S159
118243	1	S160
118443	1	S161
118633	1	S162
118834	1	S163
119024	1	S164
119225	1	S165
119425	1	S166
119615	1	S167
119816	1	S168
120006	1	S169
120207	1	S170
120397	1	S171
120598	1	S172
120798	1	S173
120988	1	S174
121189	1	S175
121379	1	S176
121580	1	S177
121770	1	S178
121970	1	S179
122171	1	S180
122361	1	S181
122562	1	S182
122752	1	S183
122952	1	S184
123143	1	S185
123343	1	S186
123544	1	S187
123734	1	S188
123934	1	S189
124125	1	S190
124325	1	S191
124516	1	S192
124716	1	S193
124916	1	S194
125107	1	S195
125307	1	S196
125498	1	S197
125698	1	S198
125898	1	S199
126089	1	S200
126289	1	S201
126480	1	S202
126680	1	S203
126871	1	S204
127071	1	S205
127271	1	S206
127462	1	S207
127662	1	S208
127853	1	S209
128053	1	S210
128243	1	S211
128444	1	S212
128644	1	S213
128835	1	S214
129035	1	S215
129225	1	S216
129426	1	S217
129616	1	S218
129817	1	S219
130017	1	S220
130207	1	S221
130408	1	S222
130598	1	S223
130799	1	S224
130989	1	S225
131189	1	S226
131390	1	S227
131580	1	S228
131781	1	S229
131971	1	S230
132172	1	S231
132362	1	S232
132562	1	S233
132763	1	S234
132953	1	S235
133154	1	S236
133344	1	S237
133544	1	S238
133735	1	S239
133935	1	S240
134136	1	S241
134326	1	S242
134526	1	S243
134717	1	S244
134917	1	S245
135108	1	S246
135308	1	S247
135508	1	S248
135699	1	S249
135899	1	S250
136090	1	S251
136290	1	S252
136480	1	S253
136681	1	S254
136881	1	S255
137272	1	S  1
137462	1	S  2
137663	1	S  3
137853	1	S  4
138054	1	S  5
138254	1	S  6
138445	1	S  7
138645	1	S  8
138835	1	S  9
139036	1	S 10
139226	1	S 11
139427	1	S 12
139627	1	S 13
139817	1	S 14
140018	1	S 15
140208	1	S 16
140409	1	S 17
140599	1	S 18
140799	1	S 19
141000	1	S 20
141190	1	S 21
141391	1	S 22
141581	1	S 23
141781	1	S 24
141982	1	S 25
142172	1	S 26
142373	1	S 27
142563	1	S 28
142763	1	S 29
142954	1	S 30
143154	1	S 31
143355	1	S 32
