onset	duration	type
1	n/a	boundary
104	1	S119
305	1	S120
495	1	S121
695	1	S122
886	1	S123
1086	1	S124
1287	1	S125
1477	1	S126
1677	1	S127
1868	1	S128
2068	1	S129
2259	1	S130
2459	1	S131
2659	1	S132
2850	1	S133
3050	1	S134
3241	1	S135
3441	1	S136
3631	1	S137
3832	1	S138
4032	1	S139
4223	1	S140
4423	1	S141
4614	1	S142
4814	1	S143
5004	1	S144
5205	1	S145
5405	1	S146
5596	1	S147
5796	1	S148
5986	1	S149
6187	1	S150
6377	1	S151
6578	1	S152
6778	1	S153
6968	1	S154
7169	1	S155
7359	1	S156
7560	1	S157
7750	1	S158
7950	1	S159
8151	1	S160
8341	1	S161
8542	1	S162
8732	1	S163
8932	1	S164
9123	1	S165
9323	1	S166
9524	1	S167
9714	1	S168
9915	1	S169
10105	1	S170
10305	1	S171
10496	1	S172
10696	1	S173
10897	1	S174
11087	1	S175
11287	1	S176
11478	1	S177
11678	1	S178
11869	1	S179
12069	1	S180
12269	1	S181
12460	1	S182
12660	1	S183
12851	1	S184
13051	1	S185
13251	1	S186
13442	1	S187
13642	1	S188
13833	1	S189
14033	1	S190
14223	1	S191
14424	1	S192
14624	1	S193
14815	1	S194
15015	1	S195
15205	1	S196
15406	1	S197
15596	1	S198
15797	1	S199
15997	1	S200
16188	1	S201
16388	1	S202
16578	1	S203
16779	1	S204
16969	1	S205
17170	1	S206
17370	1	S207
17560	1	S208
17761	1	S209
17951	1	S210
18152	1	S211
18342	1	S212
18542	1	S213
18743	1	S214
18933	1	S215
19134	1	S216
19324	1	S217
19524	1	S218
19715	1	S219
19915	1	S220
20116	1	S221
20306	1	S222
20506	1	S223
20697	1	S224
20897	1	S225
21088	1	S226
21288	1	S227
21489	1	S228
21679	1	S229
21879	1	S230
22070	1	S231
22270	1	S232
22461	1	S233
22661	1	S234
22861	1	S235
23052	1	S236
23252	1	S237
23443	1	S238
23643	1	S239
23833	1	S240
24034	1	S241
24234	1	S242
24425	1	S243
24625	1	S244
24815	1	S245
25016	1	S246
25206	1	S247
25407	1	S248
25607	1	S249
25797	1	S250
25998	1	S251
26188	1	S252
26389	1	S253
26579	1	S254
26779	1	S255
27170	1	S  1
27371	1	S  2
27561	1	S  3
27762	1	S  4
27952	1	S  5
28152	1	S  6
28353	1	S  7
28543	1	S  8
28744	1	S  9
28934	1	S 10
29134	1	S 11
29335	1	S 12
29525	1	S 13
29726	1	S 14
29916	1	S 15
30116	1	S 16
30307	1	S 17
30507	1	S 18
30708	1	S 19
30898	1	S 20
31098	1	S 21
31289	1	S 22
31489	1	S 23
31680	1	S 24
31880	1	S 25
32080	1	S 26
32271	1	S 27
32471	1	S 28
32662	1	S 29
32862	1	S 30
33052	1	S 31
33253	1	S 32
33453	1	S 33
33644	1	S 34
33844	1	S 35
34035	1	S 36
34235	1	S 37
34425	1	S 38
34626	1	S 39
34826	1	S 40
35017	1	S 41
35217	1	S 42
35407	1	S 43
35608	1	S 44
35798	1	S 45
35999	1	S 46
36199	1	S 47
36389	1	S 48
36590	1	S 49
36780	1	S 50
36981	1	S 51
37171	1	S 52
37371	1	S 53
37572	1	S 54
37762	1	S 55
37963	1	S 56
38153	1	S 57
38353	1	S 58
38544	1	S 59
38744	1	S 60
38945	1	S 61
39135	1	S 62
39336	1	S 63
39526	1	S 64
39726	1	S 65
39917	1	S 66
40117	1	S 67
40318	1	S 68
40508	1	S 69
40708	1	S 70
40899	1	S 71
41099	1	S 72
41290	1	S 73
41490	1	S 74
41690	1	S 75
41881	1	S 76
42081	1	S 77
42272	1	S 78
42472	1	S 79
42662	1	S 80
42863	1	S 81
43063	1	S 82
43254	1	S 83
43454	1	S 84
43644	1	S 85
43845	1	S 86
44035	1	S 87
44236	1	S 88
44436	1	S 89
44627	1	S 90
44827	1	S 91
45017	1	S 92
45218	1	S 93
45418	1	S 94
45609	1	S 95
45809	1	S 96
45999	1	S 97
46200	1	S 98
46390	1	S 99
46591	1	S100
46791	1	S101
46981	1	S102
47182	1	S103
47372	1	S104
47573	1	S105
47763	1	S106
47963	1	S107
48164	1	S108
48354	1	S109
48555	1	S110
48745	1	S111
48945	1	S112
49136	1	S113
49336	1	S114
49537	1	S115
49727	1	S116
49928	1	S117
50118	1	S118
50318	1	S119
50509	1	S120
50709	1	S121
50910	1	S122
51100	1	S123
51300	1	S124
51491	1	S125
51691	1	S126
51882	1	S127
52082	1	S128
52282	1	S129
52473	1	S130
52673	1	S131
52864	1	S132
53064	1	S133
53254	1	S134
53455	1	S135
53655	1	S136
53846	1	S137
54046	1	S138
54236	1	S139
54437	1	S140
54627	1	S141
54828	1	S142
55028	1	S143
55218	1	S144
55419	1	S145
55609	1	S146
55810	1	S147
56000	1	S148
56201	1	S149
56401	1	S150
56591	1	S151
56792	1	S152
56982	1	S153
57183	1	S154
57373	1	S155
57573	1	S156
57774	1	S157
57964	1	S158
58165	1	S159
58355	1	S160
58555	1	S161
58746	1	S162
58946	1	S163
59147	1	S164
59337	1	S165
59537	1	S166
59728	1	S167
59928	1	S168
60119	1	S169
60319	1	S170
60519	1	S171
60710	1	S172
60910	1	S173
61101	1	S174
61301	1	S175
61502	1	S176
61692	1	S177
61892	1	S178
62083	1	S179
62283	1	S180
62474	1	S181
62674	1	S182
62874	1	S183
63065	1	S184
63265	1	S185
63456	1	S186
63656	1	S187
63846	1	S188
64047	1	S189
64247	1	S190
