onset	duration	type
1	n/a	boundary
81	1	S188
281	1	S189
482	1	S190
672	1	S191
872	1	S192
1063	1	S193
1263	1	S194
1454	1	S195
1654	1	S196
1855	1	S197
2045	1	S198
2245	1	S199
2436	1	S200
2636	1	S201
2827	1	S202
3027	1	S203
3227	1	S204
3418	1	S205
3618	1	S206
3809	1	S207
4009	1	S208
4199	1	S209
4400	1	S210
4600	1	S211
4791	1	S212
4991	1	S213
5181	1	S214
5382	1	S215
5572	1	S216
5773	1	S217
5973	1	S218
6163	1	S219
6364	1	S220
6554	1	S221
6755	1	S222
6945	1	S223
7145	1	S224
7346	1	S225
7536	1	S226
7737	1	S227
7927	1	S228
8127	1	S229
8318	1	S230
8518	1	S231
8719	1	S232
8909	1	S233
9110	1	S234
9300	1	S235
9500	1	S236
9691	1	S237
9891	1	S238
10092	1	S239
10282	1	S240
10482	1	S241
10673	1	S242
10873	1	S243
11064	1	S244
11264	1	S245
11464	1	S246
11655	1	S247
11855	1	S248
12046	1	S249
12246	1	S250
12446	1	S251
12637	1	S252
12837	1	S253
13028	1	S254
13228	1	S255
13619	1	S  1
13819	1	S  2
14010	1	S  3
14210	1	S  4
14401	1	S  5
14601	1	S  6
14791	1	S  7
14992	1	S  8
15192	1	S  9
15383	1	S 10
15583	1	S 11
15773	1	S 12
15974	1	S 13
16164	1	S 14
16365	1	S 15
16565	1	S 16
16755	1	S 17
16956	1	S 18
17146	1	S 19
17347	1	S 20
17537	1	S 21
17737	1	S 22
17938	1	S 23
18128	1	S 24
18329	1	S 25
18519	1	S 26
18719	1	S 27
18910	1	S 28
19110	1	S 29
19311	1	S 30
19501	1	S 31
19702	1	S 32
19892	1	S 33
20092	1	S 34
20283	1	S 35
20483	1	S 36
20684	1	S 37
20874	1	S 38
21074	1	S 39
21265	1	S 40
21465	1	S 41
21656	1	S 42
21856	1	S 43
22056	1	S 44
22247	1	S 45
22447	1	S 46
22638	1	S 47
22838	1	S 48
23028	1	S 49
23229	1	S 50
23429	1	S 51
23620	1	S 52
23820	1	S 53
24010	1	S 54
24211	1	S 55
24401	1	S 56
24602	1	S 57
24802	1	S 58
24992	1	S 59
25193	1	S 60
25383	1	S 61
25584	1	S 62
25774	1	S 63
25975	1	S 64
26175	1	S 65
26365	1	S 66
26566	1	S 67
26756	1	S 68
26957	1	S 69
27147	1	S 70
27347	1	S 71
27548	1	S 72
27738	1	S 73
27939	1	S 74
28129	1	S 75
28329	1	S 76
28530	1	S 77
28720	1	S 78
28921	1	S 79
29111	1	S 80
29311	1	S 81
29502	1	S 82
29702	1	S 83
29903	1	S 84
30093	1	S 85
30294	1	S 86
30484	1	S 87
30684	1	S 88
30875	1	S 89
31075	1	S 90
31276	1	S 91
31466	1	S 92
31666	1	S 93
31857	1	S 94
32057	1	S 95
32248	1	S 96
32448	1	S 97
32648	1	S 98
32839	1	S 99
33039	1	S100
33230	1	S101
33430	1	S102
33620	1	S103
33821	1	S104
34021	1	S105
34212	1	S106
34412	1	S107
34602	1	S108
34803	1	S109
34993	1	S110
35194	1	S111
35394	1	S112
35584	1	S113
35785	1	S114
35975	1	S115
36176	1	S116
36366	1	S117
36567	1	S118
36767	1	S119
36957	1	S120
37158	1	S121
37348	1	S122
37549	1	S123
37739	1	S124
37939	1	S125
38140	1	S126
38330	1	S127
38531	1	S128
38721	1	S129
38921	1	S130
39112	1	S131
39312	1	S132
39513	1	S133
39703	1	S134
39903	1	S135
40094	1	S136
40294	1	S137
40485	1	S138
40685	1	S139
40885	1	S140
41076	1	S141
41276	1	S142
41467	1	S143
41667	1	S144
41857	1	S145
42058	1	S146
42258	1	S147
42449	1	S148
42649	1	S149
42840	1	S150
43040	1	S151
43230	1	S152
43431	1	S153
43631	1	S154
43822	1	S155
44022	1	S156
44212	1	S157
44413	1	S158
44613	1	S159
44804	1	S160
45004	1	S161
45194	1	S162
45395	1	S163
45585	1	S164
45786	1	S165
45986	1	S166
46176	1	S167
46377	1	S168
46567	1	S169
46768	1	S170
46958	1	S171
47158	1	S172
47359	1	S173
47549	1	S174
47750	1	S175
47940	1	S176
48141	1	S177
48331	1	S178
48531	1	S179
48732	1	S180
48922	1	S181
49123	1	S182
49313	1	S183
49513	1	S184
49704	1	S185
49904	1	S186
50105	1	S187
50295	1	S188
50495	1	S189
50686	1	S190
50886	1	S191
51077	1	S192
51277	1	S193
51477	1	S194
51668	1	S195
51868	1	S196
52059	1	S197
52259	1	S198
52449	1	S199
52650	1	S200
52850	1	S201
53041	1	S202
53241	1	S203
53431	1	S204
53632	1	S205
53822	1	S206
54023	1	S207
54223	1	S208
54414	1	S209
54614	1	S210
54804	1	S211
55005	1	S212
55195	1	S213
55396	1	S214
55596	1	S215
55786	1	S216
55987	1	S217
56177	1	S218
56378	1	S219
56568	1	S220
56768	1	S221
56969	1	S222
57159	1	S223
57360	1	S224
57550	1	S225
57750	1	S226
57941	1	S227
58141	1	S228
58342	1	S229
58532	1	S230
58732	1	S231
58923	1	S232
59123	1	S233
59314	1	S234
59514	1	S235
59715	1	S236
59905	1	S237
60105	1	S238
60296	1	S239
60496	1	S240
60697	1	S241
60887	1	S242
61087	1	S243
61278	1	S244
61478	1	S245
61669	1	S246
61869	1	S247
62069	1	S248
62260	1	S249
62460	1	S250
62651	1	S251
62851	1	S252
63041	1	S253
63242	1	S254
63442	1	S255
63833	1	S  1
64023	1	S  2
64224	1	S  3
64414	1	S  4
64615	1	S  5
64815	1	S  6
65005	1	S  7
65206	1	S  8
65396	1	S  9
65597	1	S 10
65787	1	S 11
65988	1	S 12
66188	1	S 13
66378	1	S 14
66579	1	S 15
66769	1	S 16
66970	1	S 17
67160	1	S 18
67360	1	S 19
67561	1	S 20
67751	1	S 21
67952	1	S 22
68142	1	S 23
68342	1	S 24
68533	1	S 25
68733	1	S 26
68934	1	S 27
69124	1	S 28
69324	1	S 29
69515	1	S 30
69715	1	S 31
69906	1	S 32
70106	1	S 33
70307	1	S 34
70497	1	S 35
70697	1	S 36
70888	1	S 37
71088	1	S 38
71279	1	S 39
71479	1	S 40
71679	1	S 41
71870	1	S 42
72070	1	S 43
72261	1	S 44
72461	1	S 45
72651	1	S 46
72852	1	S 47
73052	1	S 48
73243	1	S 49
73443	1	S 50
73633	1	S 51
73834	1	S 52
74024	1	S 53
74225	1	S 54
74425	1	S 55
74615	1	S 56
74816	1	S 57
75006	1	S 58
75207	1	S 59
75397	1	S 60
75597	1	S 61
75798	1	S 62
75988	1	S 63
76189	1	S 64
76379	1	S 65
76580	1	S 66
76770	1	S 67
76970	1	S 68
77171	1	S 69
77361	1	S 70
77562	1	S 71
77752	1	S 72
77952	1	S 73
78153	1	S 74
78343	1	S 75
78544	1	S 76
78734	1	S 77
78934	1	S 78
79125	1	S 79
79325	1	S 80
79526	1	S 81
79716	1	S 82
79916	1	S 83
80107	1	S 84
80307	1	S 85
80498	1	S 86
80698	1	S 87
80898	1	S 88
81089	1	S 89
81289	1	S 90
81480	1	S 91
81680	1	S 92
81870	1	S 93
82071	1	S 94
82271	1	S 95
82462	1	S 96
82662	1	S 97
82853	1	S 98
83053	1	S 99
83243	1	S100
83444	1	S101
83644	1	S102
83835	1	S103
84035	1	S104
84225	1	S105
84426	1	S106
84616	1	S107
84817	1	S108
85017	1	S109
85207	1	S110
85408	1	S111
85598	1	S112
85799	1	S113
85989	1	S114
86189	1	S115
86390	1	S116
86580	1	S117
86781	1	S118
86971	1	S119
87171	1	S120
87362	1	S121
87562	1	S122
87763	1	S123
87953	1	S124
88153	1	S125
88344	1	S126
88544	1	S127
88735	1	S128
88935	1	S129
89136	1	S130
89326	1	S131
89526	1	S132
89717	1	S133
89917	1	S134
90108	1	S135
90308	1	S136
90508	1	S137
90699	1	S138
90899	1	S139
91090	1	S140
91290	1	S141
91480	1	S142
91681	1	S143
91881	1	S144
92072	1	S145
92272	1	S146
92462	1	S147
92663	1	S148
92853	1	S149
93054	1	S150
93254	1	S151
93444	1	S152
93645	1	S153
93835	1	S154
94036	1	S155
94236	1	S156
94426	1	S157
94627	1	S158
94817	1	S159
95018	1	S160
95208	1	S161
95409	1	S162
95609	1	S163
95799	1	S164
96000	1	S165
96190	1	S166
96391	1	S167
96581	1	S168
96781	1	S169
96982	1	S170
97172	1	S171
97373	1	S172
97563	1	S173
97763	1	S174
97954	1	S175
98154	1	S176
98355	1	S177
98545	1	S178
98745	1	S179
98936	1	S180
99136	1	S181
99327	1	S182
99527	1	S183
99727	1	S184
99918	1	S185
100118	1	S186
100309	1	S187
100509	1	S188
100700	1	S189
100900	1	S190
101100	1	S191
101291	1	S192
101491	1	S193
101682	1	S194
101882	1	S195
102072	1	S196
102273	1	S197
102473	1	S198
102664	1	S199
102864	1	S200
103054	1	S201
103255	1	S202
103445	1	S203
103646	1	S204
103846	1	S205
104036	1	S206
104237	1	S207
104427	1	S208
104628	1	S209
104818	1	S210
105018	1	S211
105219	1	S212
105409	1	S213
105610	1	S214
105800	1	S215
106000	1	S216
106191	1	S217
106391	1	S218
106592	1	S219
106782	1	S220
106983	1	S221
107173	1	S222
107373	1	S223
107564	1	S224
107764	1	S225
107965	1	S226
108155	1	S227
108355	1	S228
108546	1	S229
108746	1	S230
108937	1	S231
109137	1	S232
109337	1	S233
109528	1	S234
109728	1	S235
109919	1	S236
110119	1	S237
110319	1	S238
110510	1	S239
110710	1	S240
110901	1	S241
111101	1	S242
111291	1	S243
111492	1	S244
111692	1	S245
111883	1	S246
112083	1	S247
112273	1	S248
112474	1	S249
112664	1	S250
112865	1	S251
113065	1	S252
113256	1	S253
113456	1	S254
113646	1	S255
114037	1	S  1
114238	1	S  2
114438	1	S  3
114628	1	S  4
114829	1	S  5
115019	1	S  6
115220	1	S  7
115410	1	S  8
115610	1	S  9
115811	1	S 10
116001	1	S 11
116202	1	S 12
116392	1	S 13
116592	1	S 14
116783	1	S 15
116983	1	S 16
117184	1	S 17
117374	1	S 18
117574	1	S 19
117765	1	S 20
117965	1	S 21
118156	1	S 22
118356	1	S 23
118556	1	S 24
118747	1	S 25
118947	1	S 26
119138	1	S 27
119338	1	S 28
119529	1	S 29
119729	1	S 30
119929	1	S 31
120120	1	S 32
120320	1	S 33
120511	1	S 34
120711	1	S 35
120901	1	S 36
121102	1	S 37
121302	1	S 38
121493	1	S 39
121693	1	S 40
121883	1	S 41
122084	1	S 42
122274	1	S 43
122475	1	S 44
122675	1	S 45
122865	1	S 46
123066	1	S 47
123256	1	S 48
123457	1	S 49
123647	1	S 50
123847	1	S 51
124048	1	S 52
124238	1	S 53
124439	1	S 54
124629	1	S 55
124829	1	S 56
125020	1	S 57
125220	1	S 58
125421	1	S 59
125611	1	S 60
125812	1	S 61
126002	1	S 62
126202	1	S 63
126403	1	S 64
126593	1	S 65
126794	1	S 66
126984	1	S 67
127184	1	S 68
127375	1	S 69
127575	1	S 70
127776	1	S 71
127966	1	S 72
128166	1	S 73
128357	1	S 74
128557	1	S 75
128748	1	S 76
128948	1	S 77
129148	1	S 78
129339	1	S 79
129539	1	S 80
129730	1	S 81
129930	1	S 82
130120	1	S 83
130321	1	S 84
130521	1	S 85
130712	1	S 86
130912	1	S 87
131103	1	S 88
131303	1	S 89
131493	1	S 90
131694	1	S 91
131894	1	S 92
132085	1	S 93
132285	1	S 94
132475	1	S 95
132676	1	S 96
132866	1	S 97
133067	1	S 98
133267	1	S 99
133457	1	S100
133658	1	S101
133848	1	S102
134049	1	S103
134239	1	S104
134439	1	S105
134640	1	S106
134830	1	S107
135031	1	S108
135221	1	S109
135421	1	S110
135612	1	S111
135812	1	S112
136013	1	S113
136203	1	S114
136403	1	S115
136594	1	S116
136794	1	S117
136985	1	S118
137185	1	S119
137386	1	S120
137576	1	S121
137776	1	S122
137967	1	S123
138167	1	S124
138358	1	S125
138558	1	S126
138758	1	S127
138949	1	S128
139149	1	S129
139340	1	S130
139540	1	S131
139730	1	S132
139931	1	S133
140131	1	S134
140322	1	S135
140522	1	S136
140712	1	S137
140913	1	S138
141103	1	S139
141304	1	S140
141504	1	S141
141694	1	S142
141895	1	S143
142085	1	S144
142286	1	S145
142486	1	S146
142676	1	S147
142877	1	S148
143067	1	S149
143268	1	S150
143458	1	S151
143659	1	S152
143859	1	S153
144049	1	S154
144250	1	S155
144440	1	S156
144641	1	S157
144831	1	S158
145031	1	S159
145232	1	S160
145422	1	S161
145623	1	S162
145813	1	S163
146013	1	S164
146204	1	S165
146404	1	S166
146605	1	S167
146795	1	S168
146995	1	S169
147186	1	S170
147386	1	S171
147577	1	S172
147777	1	S173
147977	1	S174
148168	1	S175
148368	1	S176
148559	1	S177
148759	1	S178
148949	1	S179
149150	1	S180
149350	1	S181
149541	1	S182
149741	1	S183
149932	1	S184
150132	1	S185
150322	1	S186
150523	1	S187
150723	1	S188
150914	1	S189
151114	1	S190
151304	1	S191
151505	1	S192
151695	1	S193
151896	1	S194
152096	1	S195
152286	1	S196
152487	1	S197
152677	1	S198
152878	1	S199
153068	1	S200
153268	1	S201
153469	1	S202
153659	1	S203
153860	1	S204
154050	1	S205
154250	1	S206
154441	1	S207
154641	1	S208
154842	1	S209
155032	1	S210
155233	1	S211
155423	1	S212
155623	1	S213
155814	1	S214
156014	1	S215
156215	1	S216
156405	1	S217
156605	1	S218
156796	1	S219
156996	1	S220
157187	1	S221
157387	1	S222
157587	1	S223
157778	1	S224
157978	1	S225
158169	1	S226
158369	1	S227
158559	1	S228
158760	1	S229
158960	1	S230
159151	1	S231
159351	1	S232
159541	1	S233
159742	1	S234
159942	1	S235
160133	1	S236
160333	1	S237
160523	1	S238
160724	1	S239
160914	1	S240
161115	1	S241
161315	1	S242
161506	1	S243
161706	1	S244
161896	1	S245
162097	1	S246
162287	1	S247
162488	1	S248
162688	1	S249
162878	1	S250
163079	1	S251
163269	1	S252
163470	1	S253
163660	1	S254
163860	1	S255
164251	1	S  1
164452	1	S  2
164642	1	S  3
164842	1	S  4
165033	1	S  5
165233	1	S  6
