onset	duration	type
1	n/a	boundary
60	1	S 80
251	1	S 81
451	1	S 82
642	1	S 83
842	1	S 84
1032	1	S 85
1233	1	S 86
1433	1	S 87
1624	1	S 88
1824	1	S 89
2015	1	S 90
2215	1	S 91
2405	1	S 92
2606	1	S 93
2806	1	S 94
2997	1	S 95
3197	1	S 96
3387	1	S 97
3588	1	S 98
3778	1	S 99
3979	1	S100
4179	1	S101
4369	1	S102
4570	1	S103
4760	1	S104
4961	1	S105
5161	1	S106
5351	1	S107
5552	1	S108
5742	1	S109
5943	1	S110
6133	1	S111
6333	1	S112
6534	1	S113
6724	1	S114
6925	1	S115
7115	1	S116
7316	1	S117
7506	1	S118
7706	1	S119
7907	1	S120
8097	1	S121
8298	1	S122
8488	1	S123
8688	1	S124
8879	1	S125
9079	1	S126
9280	1	S127
9470	1	S128
9670	1	S129
9861	1	S130
10061	1	S131
10252	1	S132
10452	1	S133
10652	1	S134
10843	1	S135
11043	1	S136
11234	1	S137
11434	1	S138
11624	1	S139
11825	1	S140
12025	1	S141
12216	1	S142
12416	1	S143
12606	1	S144
12807	1	S145
12997	1	S146
13198	1	S147
13398	1	S148
13589	1	S149
13789	1	S150
13979	1	S151
14180	1	S152
14370	1	S153
14571	1	S154
14771	1	S155
14961	1	S156
15162	1	S157
15352	1	S158
15553	1	S159
15743	1	S160
15943	1	S161
16144	1	S162
16334	1	S163
16535	1	S164
16725	1	S165
16925	1	S166
17116	1	S167
17316	1	S168
17517	1	S169
17707	1	S170
17907	1	S171
18098	1	S172
18298	1	S173
18489	1	S174
18689	1	S175
18890	1	S176
19080	1	S177
19280	1	S178
19471	1	S179
19671	1	S180
19862	1	S181
20062	1	S182
20262	1	S183
20453	1	S184
20653	1	S185
20844	1	S186
21044	1	S187
21244	1	S188
21435	1	S189
21635	1	S190
21826	1	S191
22026	1	S192
22216	1	S193
22417	1	S194
22617	1	S195
22808	1	S196
23008	1	S197
23198	1	S198
23399	1	S199
23589	1	S200
23790	1	S201
23990	1	S202
24180	1	S203
24381	1	S204
24571	1	S205
24772	1	S206
24962	1	S207
25163	1	S208
25363	1	S209
25553	1	S210
25754	1	S211
25944	1	S212
26145	1	S213
26335	1	S214
26535	1	S215
26736	1	S216
26926	1	S217
27127	1	S218
27317	1	S219
27517	1	S220
27708	1	S221
27908	1	S222
28109	1	S223
28299	1	S224
28499	1	S225
28690	1	S226
28890	1	S227
29081	1	S228
29281	1	S229
29481	1	S230
29672	1	S231
29872	1	S232
30063	1	S233
30263	1	S234
30453	1	S235
30654	1	S236
30854	1	S237
31045	1	S238
31245	1	S239
31436	1	S240
31636	1	S241
31826	1	S242
32027	1	S243
32227	1	S244
32418	1	S245
32618	1	S246
32808	1	S247
33009	1	S248
33199	1	S249
33400	1	S250
33600	1	S251
33790	1	S252
33991	1	S253
34181	1	S254
34382	1	S255
34772	1	S  1
34973	1	S  2
35163	1	S  3
35364	1	S  4
35554	1	S  5
35754	1	S  6
35945	1	S  7
36145	1	S  8
36346	1	S  9
36536	1	S 10
36737	1	S 11
36927	1	S 12
37127	1	S 13
37328	1	S 14
37518	1	S 15
37719	1	S 16
37909	1	S 17
38109	1	S 18
38300	1	S 19
38500	1	S 20
38701	1	S 21
38891	1	S 22
39091	1	S 23
39282	1	S 24
39482	1	S 25
39673	1	S 26
39873	1	S 27
40073	1	S 28
40264	1	S 29
40464	1	S 30
40655	1	S 31
40855	1	S 32
41045	1	S 33
41246	1	S 34
41446	1	S 35
41637	1	S 36
41837	1	S 37
42027	1	S 38
42228	1	S 39
42418	1	S 40
42619	1	S 41
42819	1	S 42
43010	1	S 43
43210	1	S 44
43400	1	S 45
43601	1	S 46
43791	1	S 47
43992	1	S 48
44192	1	S 49
44382	1	S 50
44583	1	S 51
44773	1	S 52
44974	1	S 53
45164	1	S 54
45364	1	S 55
45565	1	S 56
45755	1	S 57
45956	1	S 58
46146	1	S 59
46346	1	S 60
46537	1	S 61
46737	1	S 62
46938	1	S 63
47128	1	S 64
47328	1	S 65
47519	1	S 66
47719	1	S 67
47910	1	S 68
48110	1	S 69
48311	1	S 70
48501	1	S 71
48701	1	S 72
48892	1	S 73
49092	1	S 74
49283	1	S 75
49483	1	S 76
49683	1	S 77
49874	1	S 78
50074	1	S 79
50265	1	S 80
50465	1	S 81
50655	1	S 82
50856	1	S 83
51056	1	S 84
51247	1	S 85
51447	1	S 86
51637	1	S 87
51838	1	S 88
52028	1	S 89
52229	1	S 90
52429	1	S 91
52619	1	S 92
52820	1	S 93
53010	1	S 94
53211	1	S 95
53411	1	S 96
53601	1	S 97
53802	1	S 98
53992	1	S 99
54193	1	S100
54383	1	S101
54584	1	S102
54784	1	S103
54974	1	S104
55175	1	S105
55365	1	S106
55566	1	S107
55756	1	S108
55956	1	S109
56157	1	S110
56347	1	S111
56548	1	S112
56738	1	S113
56938	1	S114
57129	1	S115
57329	1	S116
57530	1	S117
57720	1	S118
57920	1	S119
58111	1	S120
58311	1	S121
58502	1	S122
58702	1	S123
58902	1	S124
59093	1	S125
59293	1	S126
59484	1	S127
59684	1	S128
59874	1	S129
60075	1	S130
60275	1	S131
60466	1	S132
60666	1	S133
60857	1	S134
61057	1	S135
61247	1	S136
61448	1	S137
61648	1	S138
61839	1	S139
62039	1	S140
62229	1	S141
62430	1	S142
62620	1	S143
62821	1	S144
63021	1	S145
63211	1	S146
63412	1	S147
63602	1	S148
63803	1	S149
63993	1	S150
64193	1	S151
64394	1	S152
64584	1	S153
64785	1	S154
64975	1	S155
65175	1	S156
65366	1	S157
65566	1	S158
65767	1	S159
65957	1	S160
66158	1	S161
66348	1	S162
66548	1	S163
66739	1	S164
66939	1	S165
67140	1	S166
67330	1	S167
67530	1	S168
67721	1	S169
67921	1	S170
68112	1	S171
68312	1	S172
68512	1	S173
68703	1	S174
68903	1	S175
69094	1	S176
69294	1	S177
69484	1	S178
69685	1	S179
69885	1	S180
70076	1	S181
70276	1	S182
70466	1	S183
70667	1	S184
70867	1	S185
71058	1	S186
71258	1	S187
71449	1	S188
71649	1	S189
71839	1	S190
72040	1	S191
72240	1	S192
72431	1	S193
72631	1	S194
72821	1	S195
73022	1	S196
73212	1	S197
73413	1	S198
73613	1	S199
73803	1	S200
74004	1	S201
74194	1	S202
74395	1	S203
74585	1	S204
74785	1	S205
74986	1	S206
75176	1	S207
75377	1	S208
75567	1	S209
75767	1	S210
75958	1	S211
76158	1	S212
76359	1	S213
76549	1	S214
76750	1	S215
76940	1	S216
77140	1	S217
77331	1	S218
77531	1	S219
77732	1	S220
77922	1	S221
78122	1	S222
78313	1	S223
78513	1	S224
78704	1	S225
78904	1	S226
79104	1	S227
79295	1	S228
79495	1	S229
79686	1	S230
79886	1	S231
80076	1	S232
80277	1	S233
80477	1	S234
80668	1	S235
80868	1	S236
81058	1	S237
81259	1	S238
81449	1	S239
81650	1	S240
81850	1	S241
82040	1	S242
82241	1	S243
82431	1	S244
82632	1	S245
82822	1	S246
83023	1	S247
83223	1	S248
83413	1	S249
83614	1	S250
83804	1	S251
84005	1	S252
84195	1	S253
84395	1	S254
84596	1	S255
84987	1	S  1
85177	1	S  2
85377	1	S  3
85568	1	S  4
85768	1	S  5
85969	1	S  6
86159	1	S  7
86359	1	S  8
86550	1	S  9
86750	1	S 10
86951	1	S 11
87141	1	S 12
87341	1	S 13
87532	1	S 14
87732	1	S 15
87923	1	S 16
88123	1	S 17
88324	1	S 18
88514	1	S 19
88714	1	S 20
88905	1	S 21
89105	1	S 22
89296	1	S 23
89496	1	S 24
89696	1	S 25
89887	1	S 26
90087	1	S 27
90278	1	S 28
90478	1	S 29
90668	1	S 30
90869	1	S 31
91069	1	S 32
91260	1	S 33
91460	1	S 34
91650	1	S 35
91851	1	S 36
92041	1	S 37
92242	1	S 38
92442	1	S 39
92632	1	S 40
92833	1	S 41
93023	1	S 42
93224	1	S 43
93414	1	S 44
93614	1	S 45
93815	1	S 46
94005	1	S 47
94206	1	S 48
94396	1	S 49
94597	1	S 50
94787	1	S 51
94987	1	S 52
95188	1	S 53
95378	1	S 54
95579	1	S 55
95769	1	S 56
95969	1	S 57
96160	1	S 58
96360	1	S 59
96561	1	S 60
96751	1	S 61
96951	1	S 62
97142	1	S 63
97342	1	S 64
97533	1	S 65
97733	1	S 66
97933	1	S 67
98124	1	S 68
98324	1	S 69
98515	1	S 70
98715	1	S 71
98905	1	S 72
99106	1	S 73
99306	1	S 74
99497	1	S 75
99697	1	S 76
99887	1	S 77
100088	1	S 78
100278	1	S 79
100479	1	S 80
100679	1	S 81
100870	1	S 82
101070	1	S 83
101260	1	S 84
101461	1	S 85
101651	1	S 86
101852	1	S 87
102052	1	S 88
102242	1	S 89
102443	1	S 90
102633	1	S 91
102834	1	S 92
103034	1	S 93
103224	1	S 94
103425	1	S 95
103615	1	S 96
103816	1	S 97
104006	1	S 98
104206	1	S 99
104407	1	S100
104597	1	S101
104798	1	S102
104988	1	S103
105188	1	S104
105379	1	S105
105579	1	S106
105780	1	S107
105970	1	S108
106171	1	S109
106361	1	S110
106561	1	S111
106752	1	S112
106952	1	S113
107153	1	S114
107343	1	S115
107543	1	S116
107734	1	S117
107934	1	S118
108125	1	S119
108325	1	S120
108525	1	S121
108716	1	S122
108916	1	S123
109107	1	S124
109307	1	S125
109497	1	S126
109698	1	S127
109898	1	S128
110089	1	S129
110289	1	S130
110479	1	S131
110680	1	S132
110870	1	S133
111071	1	S134
111271	1	S135
111462	1	S136
111662	1	S137
111852	1	S138
112053	1	S139
112243	1	S140
112444	1	S141
112644	1	S142
112834	1	S143
113035	1	S144
113225	1	S145
113426	1	S146
113616	1	S147
113816	1	S148
114017	1	S149
114207	1	S150
114408	1	S151
114598	1	S152
114798	1	S153
114989	1	S154
115189	1	S155
115390	1	S156
115580	1	S157
115780	1	S158
115971	1	S159
116171	1	S160
116362	1	S161
116562	1	S162
116763	1	S163
116953	1	S164
117153	1	S165
117344	1	S166
117544	1	S167
117735	1	S168
117935	1	S169
118135	1	S170
118326	1	S171
118526	1	S172
118717	1	S173
118917	1	S174
119117	1	S175
119308	1	S176
119508	1	S177
119699	1	S178
119899	1	S179
120089	1	S180
120290	1	S181
120490	1	S182
120681	1	S183
120881	1	S184
121071	1	S185
121272	1	S186
121462	1	S187
121663	1	S188
121863	1	S189
122053	1	S190
122254	1	S191
122444	1	S192
122645	1	S193
122835	1	S194
123036	1	S195
123236	1	S196
123426	1	S197
123627	1	S198
123817	1	S199
124018	1	S200
124208	1	S201
124408	1	S202
124609	1	S203
124799	1	S204
125000	1	S205
125190	1	S206
125390	1	S207
125581	1	S208
125781	1	S209
125982	1	S210
126172	1	S211
126372	1	S212
126563	1	S213
126763	1	S214
126954	1	S215
127154	1	S216
127354	1	S217
127545	1	S218
127745	1	S219
127936	1	S220
128136	1	S221
128326	1	S222
128527	1	S223
128727	1	S224
128918	1	S225
129118	1	S226
129309	1	S227
129509	1	S228
129699	1	S229
129900	1	S230
130100	1	S231
130291	1	S232
130491	1	S233
130681	1	S234
130882	1	S235
131072	1	S236
131273	1	S237
131473	1	S238
131663	1	S239
131864	1	S240
132054	1	S241
132255	1	S242
132445	1	S243
132645	1	S244
132846	1	S245
133036	1	S246
133237	1	S247
133427	1	S248
133627	1	S249
133818	1	S250
134018	1	S251
134219	1	S252
134409	1	S253
134610	1	S254
134800	1	S255
135201	1	S  1
135391	1	S  2
135592	1	S  3
135782	1	S  4
135982	1	S  5
136173	1	S  6
136373	1	S  7
136574	1	S  8
136764	1	S  9
136964	1	S 10
137155	1	S 11
137355	1	S 12
137546	1	S 13
137746	1	S 14
137946	1	S 15
138137	1	S 16
138337	1	S 17
138528	1	S 18
138728	1	S 19
138918	1	S 20
139119	1	S 21
139319	1	S 22
139510	1	S 23
139710	1	S 24
139900	1	S 25
140101	1	S 26
140291	1	S 27
140492	1	S 28
140692	1	S 29
140883	1	S 30
141083	1	S 31
141273	1	S 32
141474	1	S 33
141664	1	S 34
141865	1	S 35
142065	1	S 36
142255	1	S 37
142456	1	S 38
142646	1	S 39
142847	1	S 40
143037	1	S 41
143237	1	S 42
143438	1	S 43
143628	1	S 44
143829	1	S 45
144019	1	S 46
144219	1	S 47
144410	1	S 48
144610	1	S 49
144811	1	S 50
145001	1	S 51
145201	1	S 52
145392	1	S 53
145592	1	S 54
145783	1	S 55
145983	1	S 56
146183	1	S 57
146374	1	S 58
146574	1	S 59
146765	1	S 60
146965	1	S 61
147156	1	S 62
147356	1	S 63
147556	1	S 64
147747	1	S 65
147947	1	S 66
