onset	duration	type
1	n/a	boundary
141	1	S 74
342	1	S 75
542	1	S 76
732	1	S 77
933	1	S 78
1123	1	S 79
1324	1	S 80
1514	1	S 81
1714	1	S 82
1915	1	S 83
2105	1	S 84
2306	1	S 85
2496	1	S 86
2696	1	S 87
2887	1	S 88
3087	1	S 89
3288	1	S 90
3478	1	S 91
3678	1	S 92
3869	1	S 93
4069	1	S 94
4260	1	S 95
4460	1	S 96
4660	1	S 97
4851	1	S 98
5051	1	S 99
5242	1	S100
5442	1	S101
5633	1	S102
5833	1	S103
6033	1	S104
6224	1	S105
6424	1	S106
6615	1	S107
6815	1	S108
7005	1	S109
7206	1	S110
7406	1	S111
7597	1	S112
7797	1	S113
7987	1	S114
8188	1	S115
8378	1	S116
8579	1	S117
8779	1	S118
8969	1	S119
9170	1	S120
9360	1	S121
9561	1	S122
9761	1	S123
9951	1	S124
10152	1	S125
10342	1	S126
10543	1	S127
10733	1	S128
10933	1	S129
11134	1	S130
11324	1	S131
11525	1	S132
11715	1	S133
11916	1	S134
12106	1	S135
12306	1	S136
12507	1	S137
12697	1	S138
12898	1	S139
13088	1	S140
13288	1	S141
13479	1	S142
13679	1	S143
13880	1	S144
14070	1	S145
14270	1	S146
14461	1	S147
14661	1	S148
14852	1	S149
15052	1	S150
15252	1	S151
15443	1	S152
15643	1	S153
15834	1	S154
16034	1	S155
16224	1	S156
16425	1	S157
16625	1	S158
16816	1	S159
17016	1	S160
17207	1	S161
17407	1	S162
17597	1	S163
17798	1	S164
17998	1	S165
18189	1	S166
18389	1	S167
18579	1	S168
18780	1	S169
18970	1	S170
19171	1	S171
19371	1	S172
19561	1	S173
19762	1	S174
19952	1	S175
20153	1	S176
20343	1	S177
20543	1	S178
20744	1	S179
20934	1	S180
21135	1	S181
21325	1	S182
21525	1	S183
21716	1	S184
21916	1	S185
22117	1	S186
22307	1	S187
22507	1	S188
22698	1	S189
22898	1	S190
23089	1	S191
23289	1	S192
23489	1	S193
23680	1	S194
23880	1	S195
24071	1	S196
24271	1	S197
24462	1	S198
24662	1	S199
24862	1	S200
25053	1	S201
25253	1	S202
25444	1	S203
25644	1	S204
25844	1	S205
26035	1	S206
26235	1	S207
26426	1	S208
26626	1	S209
26816	1	S210
27017	1	S211
27217	1	S212
27408	1	S213
27608	1	S214
27798	1	S215
27999	1	S216
28189	1	S217
28390	1	S218
28590	1	S219
28780	1	S220
28981	1	S221
29171	1	S222
29372	1	S223
29562	1	S224
29763	1	S225
29963	1	S226
30153	1	S227
30354	1	S228
30544	1	S229
30745	1	S230
30935	1	S231
31135	1	S232
31336	1	S233
31526	1	S234
31727	1	S235
31917	1	S236
32117	1	S237
32308	1	S238
32508	1	S239
32709	1	S240
32899	1	S241
33099	1	S242
33290	1	S243
33490	1	S244
33681	1	S245
33881	1	S246
34081	1	S247
34272	1	S248
34472	1	S249
34663	1	S250
34863	1	S251
35053	1	S252
35254	1	S253
35454	1	S254
35645	1	S255
36036	1	S  1
36236	1	S  2
36426	1	S  3
36627	1	S  4
36827	1	S  5
37018	1	S  6
37218	1	S  7
37408	1	S  8
37609	1	S  9
37799	1	S 10
38000	1	S 11
38200	1	S 12
38390	1	S 13
38591	1	S 14
38781	1	S 15
38982	1	S 16
39172	1	S 17
39372	1	S 18
39573	1	S 19
39763	1	S 20
39964	1	S 21
40154	1	S 22
40354	1	S 23
40545	1	S 24
40745	1	S 25
40946	1	S 26
41136	1	S 27
