onset	duration	type
1	n/a	boundary
155	1	S234
345	1	S235
546	1	S236
736	1	S237
937	1	S238
1137	1	S239
1327	1	S240
1528	1	S241
1718	1	S242
1919	1	S243
2109	1	S244
2309	1	S245
2510	1	S246
2700	1	S247
2901	1	S248
3091	1	S249
3291	1	S250
3482	1	S251
3682	1	S252
3883	1	S253
4073	1	S254
4274	1	S255
4664	1	S  1
4855	1	S  2
5055	1	S  3
5256	1	S  4
5446	1	S  5
5646	1	S  6
5837	1	S  7
6037	1	S  8
6238	1	S  9
6428	1	S 10
6628	1	S 11
6819	1	S 12
7019	1	S 13
7210	1	S 14
7410	1	S 15
7610	1	S 16
7801	1	S 17
8001	1	S 18
8192	1	S 19
8392	1	S 20
8582	1	S 21
8783	1	S 22
8983	1	S 23
9174	1	S 24
9374	1	S 25
9564	1	S 26
9765	1	S 27
9955	1	S 28
10156	1	S 29
10356	1	S 30
10547	1	S 31
10747	1	S 32
10937	1	S 33
11138	1	S 34
11328	1	S 35
11529	1	S 36
11729	1	S 37
11919	1	S 38
12120	1	S 39
12310	1	S 40
12511	1	S 41
12701	1	S 42
12901	1	S 43
13102	1	S 44
13292	1	S 45
13493	1	S 46
13683	1	S 47
13883	1	S 48
14074	1	S 49
