onset	duration	type
1	n/a	boundary
59	1	S 55
259	1	S 56
460	1	S 57
650	1	S 58
851	1	S 59
1041	1	S 60
1241	1	S 61
1432	1	S 62
1632	1	S 63
1833	1	S 64
2023	1	S 65
2223	1	S 66
2414	1	S 67
2614	1	S 68
2805	1	S 69
3005	1	S 70
3206	1	S 71
3396	1	S 72
3596	1	S 73
3787	1	S 74
3987	1	S 75
4178	1	S 76
4378	1	S 77
4578	1	S 78
4769	1	S 79
4969	1	S 80
5160	1	S 81
5360	1	S 82
5550	1	S 83
5751	1	S 84
5951	1	S 85
6142	1	S 86
6342	1	S 87
6532	1	S 88
6733	1	S 89
6923	1	S 90
7124	1	S 91
7324	1	S 92
7514	1	S 93
7715	1	S 94
7905	1	S 95
8106	1	S 96
8296	1	S 97
8496	1	S 98
8697	1	S 99
8887	1	S100
9088	1	S101
9278	1	S102
9479	1	S103
9669	1	S104
9869	1	S105
10070	1	S106
10260	1	S107
10461	1	S108
10651	1	S109
10851	1	S110
11042	1	S111
11242	1	S112
11443	1	S113
11633	1	S114
11833	1	S115
12024	1	S116
12224	1	S117
12415	1	S118
12615	1	S119
12815	1	S120
13006	1	S121
13206	1	S122
13397	1	S123
13597	1	S124
13797	1	S125
13988	1	S126
14188	1	S127
14379	1	S128
14579	1	S129
14770	1	S130
14970	1	S131
15170	1	S132
15361	1	S133
15561	1	S134
15752	1	S135
15952	1	S136
16142	1	S137
16343	1	S138
16543	1	S139
16734	1	S140
16934	1	S141
17124	1	S142
17325	1	S143
17515	1	S144
17716	1	S145
17916	1	S146
18106	1	S147
18307	1	S148
18497	1	S149
18698	1	S150
18888	1	S151
19088	1	S152
19289	1	S153
19479	1	S154
19680	1	S155
19870	1	S156
20070	1	S157
20261	1	S158
20461	1	S159
20662	1	S160
20852	1	S161
21053	1	S162
21243	1	S163
21443	1	S164
21634	1	S165
21834	1	S166
22035	1	S167
22225	1	S168
22425	1	S169
22616	1	S170
22816	1	S171
23007	1	S172
23207	1	S173
23407	1	S174
23598	1	S175
23798	1	S176
23989	1	S177
24189	1	S178
24379	1	S179
24580	1	S180
24780	1	S181
24971	1	S182
25171	1	S183
25361	1	S184
25562	1	S185
25752	1	S186
25953	1	S187
26153	1	S188
26344	1	S189
26544	1	S190
26734	1	S191
26935	1	S192
27125	1	S193
27326	1	S194
27526	1	S195
27716	1	S196
27917	1	S197
28107	1	S198
28308	1	S199
28498	1	S200
28698	1	S201
28899	1	S202
29089	1	S203
29290	1	S204
29480	1	S205
29680	1	S206
29881	1	S207
30071	1	S208
30272	1	S209
30462	1	S210
30662	1	S211
30853	1	S212
31053	1	S213
31254	1	S214
31444	1	S215
31645	1	S216
31835	1	S217
32035	1	S218
32226	1	S219
32426	1	S220
32627	1	S221
32817	1	S222
33017	1	S223
33208	1	S224
33408	1	S225
33599	1	S226
33799	1	S227
33999	1	S228
34190	1	S229
34390	1	S230
34581	1	S231
34781	1	S232
34971	1	S233
35172	1	S234
35372	1	S235
35563	1	S236
35763	1	S237
35953	1	S238
36154	1	S239
36344	1	S240
36545	1	S241
36745	1	S242
36935	1	S243
37136	1	S244
37326	1	S245
37527	1	S246
37717	1	S247
37918	1	S248
38118	1	S249
38308	1	S250
38509	1	S251
38699	1	S252
38900	1	S253
39090	1	S254
39290	1	S255
39681	1	S  1
39882	1	S  2
40072	1	S  3
40272	1	S  4
40463	1	S  5
40663	1	S  6
40864	1	S  7
41054	1	S  8
41254	1	S  9
41445	1	S 10
41645	1	S 11
41836	1	S 12
42036	1	S 13
42237	1	S 14
42427	1	S 15
42627	1	S 16
42818	1	S 17
43018	1	S 18
43209	1	S 19
43409	1	S 20
43609	1	S 21
43800	1	S 22
44000	1	S 23
44191	1	S 24
44391	1	S 25
44581	1	S 26
44782	1	S 27
44982	1	S 28
45173	1	S 29
45373	1	S 30
45563	1	S 31
45764	1	S 32
45964	1	S 33
46155	1	S 34
46355	1	S 35
46545	1	S 36
46746	1	S 37
46936	1	S 38
47137	1	S 39
47337	1	S 40
47527	1	S 41
47728	1	S 42
47918	1	S 43
48119	1	S 44
48309	1	S 45
48510	1	S 46
48710	1	S 47
48900	1	S 48
49101	1	S 49
49291	1	S 50
49492	1	S 51
49682	1	S 52
49882	1	S 53
50083	1	S 54
50273	1	S 55
50474	1	S 56
50664	1	S 57
50864	1	S 58
51055	1	S 59
51255	1	S 60
51456	1	S 61
51646	1	S 62
51846	1	S 63
52037	1	S 64
52237	1	S 65
52428	1	S 66
52628	1	S 67
52828	1	S 68
53019	1	S 69
53219	1	S 70
53410	1	S 71
53610	1	S 72
53800	1	S 73
54001	1	S 74
54201	1	S 75
54392	1	S 76
54592	1	S 77
54783	1	S 78
54983	1	S 79
55173	1	S 80
55374	1	S 81
