onset	duration	type
1	n/a	boundary
76	1	S 33
276	1	S 34
466	1	S 35
667	1	S 36
867	1	S 37
1058	1	S 38
1258	1	S 39
1448	1	S 40
1649	1	S 41
1839	1	S 42
2040	1	S 43
2240	1	S 44
2430	1	S 45
2631	1	S 46
2821	1	S 47
3022	1	S 48
3212	1	S 49
3412	1	S 50
3613	1	S 51
3803	1	S 52
4004	1	S 53
4194	1	S 54
4394	1	S 55
4585	1	S 56
4785	1	S 57
4986	1	S 58
5176	1	S 59
5377	1	S 60
5567	1	S 61
5767	1	S 62
5958	1	S 63
6158	1	S 64
6359	1	S 65
6549	1	S 66
6749	1	S 67
6940	1	S 68
7140	1	S 69
7331	1	S 70
7531	1	S 71
7731	1	S 72
7922	1	S 73
8122	1	S 74
8313	1	S 75
8513	1	S 76
8703	1	S 77
8904	1	S 78
9104	1	S 79
9295	1	S 80
