onset	duration	type
1	n/a	boundary
75	1	S159
266	1	S160
466	1	S161
667	1	S162
857	1	S163
1057	1	S164
1248	1	S165
1448	1	S166
1649	1	S167
1839	1	S168
2039	1	S169
2230	1	S170
2430	1	S171
2621	1	S172
2821	1	S173
3021	1	S174
3212	1	S175
3412	1	S176
3603	1	S177
3803	1	S178
3993	1	S179
4194	1	S180
4394	1	S181
4585	1	S182
4785	1	S183
4975	1	S184
5176	1	S185
5366	1	S186
5567	1	S187
5767	1	S188
5957	1	S189
6158	1	S190
6348	1	S191
6549	1	S192
6739	1	S193
6940	1	S194
7140	1	S195
7330	1	S196
7531	1	S197
7721	1	S198
7922	1	S199
8112	1	S200
8312	1	S201
8513	1	S202
8703	1	S203
8904	1	S204
9094	1	S205
9294	1	S206
9485	1	S207
9685	1	S208
9886	1	S209
10076	1	S210
10276	1	S211
10467	1	S212
10667	1	S213
10858	1	S214
11058	1	S215
11258	1	S216
11449	1	S217
11649	1	S218
11840	1	S219
12040	1	S220
12230	1	S221
12431	1	S222
12631	1	S223
12822	1	S224
13022	1	S225
13213	1	S226
13413	1	S227
13603	1	S228
13804	1	S229
14004	1	S230
14195	1	S231
14395	1	S232
14585	1	S233
14786	1	S234
14976	1	S235
15177	1	S236
15377	1	S237
15567	1	S238
15768	1	S239
15958	1	S240
16159	1	S241
16349	1	S242
16549	1	S243
16750	1	S244
16940	1	S245
17141	1	S246
17331	1	S247
17531	1	S248
17732	1	S249
17922	1	S250
18123	1	S251
18313	1	S252
18514	1	S253
18704	1	S254
18904	1	S255
19295	1	S  1
19496	1	S  2
19686	1	S  3
19886	1	S  4
20077	1	S  5
20277	1	S  6
20478	1	S  7
20668	1	S  8
20868	1	S  9
21059	1	S 10
21259	1	S 11
21450	1	S 12
21650	1	S 13
21850	1	S 14
22041	1	S 15
22241	1	S 16
22432	1	S 17
22632	1	S 18
22822	1	S 19
23023	1	S 20
23223	1	S 21
23414	1	S 22
23614	1	S 23
23804	1	S 24
24005	1	S 25
24195	1	S 26
24396	1	S 27
24596	1	S 28
24786	1	S 29
24987	1	S 30
25177	1	S 31
25378	1	S 32
25568	1	S 33
25769	1	S 34
25969	1	S 35
26159	1	S 36
26360	1	S 37
26550	1	S 38
26751	1	S 39
26941	1	S 40
27141	1	S 41
27342	1	S 42
27532	1	S 43
27733	1	S 44
27923	1	S 45
28123	1	S 46
28314	1	S 47
28514	1	S 48
28715	1	S 49
28905	1	S 50
29105	1	S 51
29296	1	S 52
29496	1	S 53
29687	1	S 54
29887	1	S 55
30088	1	S 56
30278	1	S 57
30478	1	S 58
30669	1	S 59
30869	1	S 60
31060	1	S 61
31260	1	S 62
31460	1	S 63
31651	1	S 64
31851	1	S 65
32042	1	S 66
32242	1	S 67
32432	1	S 68
32633	1	S 69
32833	1	S 70
33024	1	S 71
33224	1	S 72
33414	1	S 73
33615	1	S 74
33815	1	S 75
34006	1	S 76
34206	1	S 77
34396	1	S 78
34597	1	S 79
34787	1	S 80
34988	1	S 81
35188	1	S 82
35378	1	S 83
35579	1	S 84
35769	1	S 85
35970	1	S 86
36160	1	S 87
36360	1	S 88
36561	1	S 89
36751	1	S 90
36952	1	S 91
37142	1	S 92
37343	1	S 93
37533	1	S 94
37733	1	S 95
37934	1	S 96
38124	1	S 97
38325	1	S 98
38515	1	S 99
38715	1	S100
38906	1	S101
39106	1	S102
39307	1	S103
39497	1	S104
39697	1	S105
39888	1	S106
40088	1	S107
40279	1	S108
40479	1	S109
40679	1	S110
40870	1	S111
41070	1	S112
41261	1	S113
41461	1	S114
41651	1	S115
41852	1	S116
42052	1	S117
42243	1	S118
42443	1	S119
42634	1	S120
42834	1	S121
43024	1	S122
43225	1	S123
43425	1	S124
43616	1	S125
43816	1	S126
44006	1	S127
44207	1	S128
44397	1	S129
44598	1	S130
44798	1	S131
44988	1	S132
45189	1	S133
45379	1	S134
45580	1	S135
45770	1	S136
45970	1	S137
46171	1	S138
46361	1	S139
46562	1	S140
46752	1	S141
46952	1	S142
47143	1	S143
47343	1	S144
47544	1	S145
47734	1	S146
47935	1	S147
48125	1	S148
48325	1	S149
48516	1	S150
48716	1	S151
48917	1	S152
49107	1	S153
49307	1	S154
49498	1	S155
49698	1	S156
49899	1	S157
50089	1	S158
50289	1	S159
50480	1	S160
50680	1	S161
50871	1	S162
51071	1	S163
51271	1	S164
51462	1	S165
51662	1	S166
51853	1	S167
52053	1	S168
52243	1	S169
52444	1	S170
52644	1	S171
52835	1	S172
53035	1	S173
53225	1	S174
53426	1	S175
53616	1	S176
53817	1	S177
54017	1	S178
54207	1	S179
54408	1	S180
54598	1	S181
54799	1	S182
54989	1	S183
55190	1	S184
55390	1	S185
55580	1	S186
55781	1	S187
55971	1	S188
56172	1	S189
56362	1	S190
56562	1	S191
56763	1	S192
56953	1	S193
57154	1	S194
57344	1	S195
57544	1	S196
57735	1	S197
57935	1	S198
58136	1	S199
58326	1	S200
58526	1	S201
58717	1	S202
58917	1	S203
59108	1	S204
59308	1	S205
59508	1	S206
59699	1	S207
59899	1	S208
60090	1	S209
60290	1	S210
60480	1	S211
60681	1	S212
60881	1	S213
61072	1	S214
61272	1	S215
61463	1	S216
61663	1	S217
61853	1	S218
62054	1	S219
62254	1	S220
62445	1	S221
62645	1	S222
62835	1	S223
63036	1	S224
63226	1	S225
63427	1	S226
63627	1	S227
63817	1	S228
64018	1	S229
64208	1	S230
64409	1	S231
64599	1	S232
64799	1	S233
65000	1	S234
65190	1	S235
65391	1	S236
65581	1	S237
65781	1	S238
65982	1	S239
66172	1	S240
66373	1	S241
66563	1	S242
66764	1	S243
66954	1	S244
67154	1	S245
67355	1	S246
67545	1	S247
67746	1	S248
67936	1	S249
68136	1	S250
68327	1	S251
68527	1	S252
68728	1	S253
68918	1	S254
69118	1	S255
69509	1	S  1
69700	1	S  2
69900	1	S  3
70100	1	S  4
70291	1	S  5
70491	1	S  6
70682	1	S  7
70882	1	S  8
71072	1	S  9
71273	1	S 10
71473	1	S 11
71664	1	S 12
71864	1	S 13
72054	1	S 14
72255	1	S 15
72445	1	S 16
72646	1	S 17
72846	1	S 18
73037	1	S 19
73237	1	S 20
73427	1	S 21
73628	1	S 22
73818	1	S 23
74019	1	S 24
74219	1	S 25
74409	1	S 26
74610	1	S 27
74800	1	S 28
75001	1	S 29
75191	1	S 30
75391	1	S 31
75592	1	S 32
75782	1	S 33
75983	1	S 34
76173	1	S 35
76373	1	S 36
76564	1	S 37
76764	1	S 38
76965	1	S 39
77155	1	S 40
77355	1	S 41
77546	1	S 42
77746	1	S 43
77937	1	S 44
78137	1	S 45
78338	1	S 46
78528	1	S 47
78728	1	S 48
78919	1	S 49
79119	1	S 50
79310	1	S 51
79510	1	S 52
79710	1	S 53
79901	1	S 54
80101	1	S 55
80292	1	S 56
80492	1	S 57
80682	1	S 58
80883	1	S 59
