onset	duration	type
1	n/a	boundary
146	1	S249
346	1	S250
537	1	S251
737	1	S252
927	1	S253
1128	1	S254
1318	1	S255
1719	1	S  1
1909	1	S  2
2110	1	S  3
2300	1	S  4
2501	1	S  5
2691	1	S  6
2892	1	S  7
3092	1	S  8
3282	1	S  9
3483	1	S 10
3673	1	S 11
3874	1	S 12
4064	1	S 13
4264	1	S 14
4465	1	S 15
4655	1	S 16
4856	1	S 17
5046	1	S 18
5246	1	S 19
5437	1	S 20
5637	1	S 21
5838	1	S 22
6028	1	S 23
6228	1	S 24
6419	1	S 25
6619	1	S 26
6810	1	S 27
7010	1	S 28
7211	1	S 29
7401	1	S 30
7601	1	S 31
7792	1	S 32
7992	1	S 33
8183	1	S 34
8383	1	S 35
8583	1	S 36
8774	1	S 37
8974	1	S 38
9165	1	S 39
9365	1	S 40
9555	1	S 41
9756	1	S 42
9956	1	S 43
10147	1	S 44
10347	1	S 45
10537	1	S 46
10738	1	S 47
10928	1	S 48
11129	1	S 49
11329	1	S 50
11519	1	S 51
11720	1	S 52
11910	1	S 53
12111	1	S 54
12301	1	S 55
12501	1	S 56
12702	1	S 57
12892	1	S 58
13093	1	S 59
13283	1	S 60
13484	1	S 61
13674	1	S 62
13874	1	S 63
14075	1	S 64
14265	1	S 65
14466	1	S 66
14656	1	S 67
14856	1	S 68
15047	1	S 69
15247	1	S 70
15448	1	S 71
15638	1	S 72
15838	1	S 73
16029	1	S 74
16229	1	S 75
16430	1	S 76
16620	1	S 77
16820	1	S 78
17011	1	S 79
17211	1	S 80
17402	1	S 81
17602	1	S 82
17802	1	S 83
17993	1	S 84
18193	1	S 85
18384	1	S 86
18584	1	S 87
18774	1	S 88
18975	1	S 89
19175	1	S 90
19366	1	S 91
19566	1	S 92
19757	1	S 93
19957	1	S 94
20147	1	S 95
20348	1	S 96
20548	1	S 97
20739	1	S 98
20939	1	S 99
21129	1	S100
21330	1	S101
21520	1	S102
21721	1	S103
21921	1	S104
22111	1	S105
22312	1	S106
22502	1	S107
22703	1	S108
22893	1	S109
23093	1	S110
23294	1	S111
23484	1	S112
23685	1	S113
23875	1	S114
24076	1	S115
24266	1	S116
24466	1	S117
24667	1	S118
24857	1	S119
25058	1	S120
25248	1	S121
25448	1	S122
25639	1	S123
25839	1	S124
26040	1	S125
26230	1	S126
26430	1	S127
26621	1	S128
26821	1	S129
27012	1	S130
27212	1	S131
27412	1	S132
27603	1	S133
27803	1	S134
27994	1	S135
28194	1	S136
28384	1	S137
28585	1	S138
28785	1	S139
28976	1	S140
29176	1	S141
29366	1	S142
29567	1	S143
29757	1	S144
29958	1	S145
30158	1	S146
30349	1	S147
30549	1	S148
30739	1	S149
30940	1	S150
31130	1	S151
31331	1	S152
31531	1	S153
31721	1	S154
31922	1	S155
32112	1	S156
32313	1	S157
32513	1	S158
32703	1	S159
32904	1	S160
33094	1	S161
33295	1	S162
33485	1	S163
33685	1	S164
33886	1	S165
34076	1	S166
34277	1	S167
34467	1	S168
34667	1	S169
34858	1	S170
35058	1	S171
35259	1	S172
35449	1	S173
35650	1	S174
35840	1	S175
36040	1	S176
36231	1	S177
36431	1	S178
36632	1	S179
36822	1	S180
37022	1	S181
37213	1	S182
37413	1	S183
37604	1	S184
37804	1	S185
38004	1	S186
38195	1	S187
38395	1	S188
38586	1	S189
38786	1	S190
38976	1	S191
39177	1	S192
39377	1	S193
39568	1	S194
39768	1	S195
39958	1	S196
40159	1	S197
40349	1	S198
40550	1	S199
40750	1	S200
40940	1	S201
41141	1	S202
41331	1	S203
41532	1	S204
41722	1	S205
41923	1	S206
42123	1	S207
42313	1	S208
42514	1	S209
42704	1	S210
42905	1	S211
43095	1	S212
43295	1	S213
43496	1	S214
43686	1	S215
43887	1	S216
44077	1	S217
44277	1	S218
44468	1	S219
44668	1	S220
44869	1	S221
45059	1	S222
45259	1	S223
45450	1	S224
45650	1	S225
45841	1	S226
46041	1	S227
46241	1	S228
46432	1	S229
46632	1	S230
46823	1	S231
47023	1	S232
47214	1	S233
47414	1	S234
47614	1	S235
47805	1	S236
48005	1	S237
48196	1	S238
48396	1	S239
48596	1	S240
48787	1	S241
48987	1	S242
49178	1	S243
49378	1	S244
49568	1	S245
49769	1	S246
49969	1	S247
50160	1	S248
50360	1	S249
50550	1	S250
50751	1	S251
50941	1	S252
51142	1	S253
51342	1	S254
51532	1	S255
51923	1	S  1
52124	1	S  2
52314	1	S  3
52514	1	S  4
52715	1	S  5
52905	1	S  6
53106	1	S  7
53296	1	S  8
53497	1	S  9
53687	1	S 10
53887	1	S 11
54088	1	S 12
54278	1	S 13
54479	1	S 14
54669	1	S 15
54869	1	S 16
55060	1	S 17
55260	1	S 18
55461	1	S 19
55651	1	S 20
55851	1	S 21
56042	1	S 22
56242	1	S 23
56433	1	S 24
56633	1	S 25
56833	1	S 26
57024	1	S 27
57224	1	S 28
57415	1	S 29
57615	1	S 30
57805	1	S 31
58006	1	S 32
58206	1	S 33
58397	1	S 34
58597	1	S 35
58788	1	S 36
58988	1	S 37
59178	1	S 38
59379	1	S 39
59579	1	S 40
59770	1	S 41
59970	1	S 42
60160	1	S 43
60361	1	S 44
60551	1	S 45
60752	1	S 46
60952	1	S 47
61142	1	S 48
61343	1	S 49
61533	1	S 50
61734	1	S 51
61924	1	S 52
62124	1	S 53
62325	1	S 54
62515	1	S 55
62716	1	S 56
62906	1	S 57
63106	1	S 58
63297	1	S 59
63497	1	S 60
63698	1	S 61
63888	1	S 62
64088	1	S 63
64279	1	S 64
64479	1	S 65
64680	1	S 66
64870	1	S 67
65071	1	S 68
65261	1	S 69
65461	1	S 70
65652	1	S 71
65852	1	S 72
66053	1	S 73
66243	1	S 74
66443	1	S 75
66634	1	S 76
66834	1	S 77
67025	1	S 78
67225	1	S 79
67425	1	S 80
67616	1	S 81
67816	1	S 82
68007	1	S 83
68207	1	S 84
68397	1	S 85
68598	1	S 86
68798	1	S 87
68989	1	S 88
69189	1	S 89
69379	1	S 90
69580	1	S 91
69770	1	S 92
69971	1	S 93
70171	1	S 94
70361	1	S 95
70562	1	S 96
70752	1	S 97
70953	1	S 98
71143	1	S 99
71344	1	S100
71544	1	S101
71734	1	S102
71935	1	S103
72125	1	S104
72326	1	S105
72516	1	S106
72716	1	S107
72917	1	S108
73107	1	S109
73308	1	S110
73498	1	S111
73698	1	S112
73889	1	S113
74089	1	S114
74290	1	S115
74480	1	S116
74680	1	S117
74871	1	S118
75071	1	S119
75262	1	S120
75462	1	S121
75662	1	S122
75853	1	S123
76053	1	S124
76244	1	S125
76444	1	S126
76634	1	S127
76835	1	S128
77035	1	S129
77226	1	S130
77426	1	S131
77617	1	S132
77817	1	S133
78007	1	S134
78208	1	S135
78408	1	S136
78599	1	S137
78799	1	S138
78989	1	S139
79190	1	S140
79380	1	S141
79581	1	S142
79781	1	S143
79971	1	S144
80172	1	S145
80362	1	S146
80563	1	S147
80763	1	S148
80953	1	S149
81154	1	S150
81344	1	S151
81545	1	S152
81735	1	S153
81935	1	S154
82136	1	S155
82326	1	S156
82527	1	S157
82717	1	S158
82918	1	S159
83108	1	S160
83308	1	S161
83509	1	S162
83699	1	S163
83900	1	S164
84090	1	S165
84290	1	S166
84481	1	S167
84681	1	S168
84882	1	S169
85072	1	S170
85272	1	S171
85463	1	S172
85663	1	S173
85854	1	S174
86054	1	S175
86254	1	S176
86445	1	S177
86645	1	S178
86836	1	S179
87036	1	S180
87226	1	S181
87427	1	S182
87627	1	S183
87818	1	S184
88018	1	S185
88208	1	S186
88409	1	S187
88599	1	S188
88800	1	S189
89000	1	S190
89190	1	S191
89391	1	S192
89581	1	S193
89782	1	S194
89972	1	S195
90173	1	S196
90373	1	S197
90563	1	S198
90764	1	S199
90954	1	S200
91155	1	S201
91345	1	S202
91545	1	S203
91746	1	S204
91936	1	S205
92137	1	S206
92327	1	S207
92527	1	S208
92718	1	S209
92918	1	S210
93119	1	S211
93309	1	S212
93509	1	S213
93700	1	S214
93900	1	S215
94091	1	S216
94291	1	S217
94491	1	S218
94682	1	S219
94882	1	S220
95073	1	S221
95273	1	S222
95463	1	S223
95664	1	S224
95864	1	S225
96055	1	S226
96255	1	S227
96446	1	S228
96646	1	S229
96846	1	S230
97037	1	S231
97237	1	S232
97428	1	S233
97628	1	S234
97818	1	S235
98019	1	S236
98219	1	S237
98410	1	S238
98610	1	S239
98800	1	S240
99001	1	S241
99191	1	S242
99392	1	S243
99592	1	S244
99782	1	S245
99983	1	S246
100173	1	S247
100374	1	S248
100564	1	S249
100764	1	S250
100965	1	S251
101155	1	S252
101356	1	S253
101546	1	S254
101747	1	S255
102137	1	S  1
102338	1	S  2
102528	1	S  3
102729	1	S  4
102919	1	S  5
103119	1	S  6
103310	1	S  7
103510	1	S  8
103711	1	S  9
103901	1	S 10
104101	1	S 11
104292	1	S 12
104492	1	S 13
104683	1	S 14
104883	1	S 15
105083	1	S 16
105274	1	S 17
105474	1	S 18
105665	1	S 19
105865	1	S 20
106055	1	S 21
106256	1	S 22
106456	1	S 23
106647	1	S 24
106847	1	S 25
107037	1	S 26
107238	1	S 27
107428	1	S 28
107629	1	S 29
107829	1	S 30
108020	1	S 31
108220	1	S 32
108410	1	S 33
108611	1	S 34
108801	1	S 35
109002	1	S 36
109202	1	S 37
109392	1	S 38
109593	1	S 39
109783	1	S 40
109984	1	S 41
110174	1	S 42
110374	1	S 43
110575	1	S 44
110765	1	S 45
110966	1	S 46
111156	1	S 47
111356	1	S 48
111547	1	S 49
111747	1	S 50
111948	1	S 51
112138	1	S 52
112338	1	S 53
112529	1	S 54
112729	1	S 55
112920	1	S 56
113120	1	S 57
113321	1	S 58
113511	1	S 59
113711	1	S 60
113902	1	S 61
114102	1	S 62
114303	1	S 63
114493	1	S 64
114693	1	S 65
114884	1	S 66
115084	1	S 67
115275	1	S 68
115475	1	S 69
115675	1	S 70
115866	1	S 71
116066	1	S 72
116257	1	S 73
116457	1	S 74
116647	1	S 75
116848	1	S 76
117048	1	S 77
117239	1	S 78
117439	1	S 79
117629	1	S 80
117830	1	S 81
118020	1	S 82
118221	1	S 83
118421	1	S 84
118611	1	S 85
118812	1	S 86
119002	1	S 87
119203	1	S 88
119393	1	S 89
119594	1	S 90
119794	1	S 91
119984	1	S 92
120185	1	S 93
120375	1	S 94
120576	1	S 95
120766	1	S 96
120966	1	S 97
121167	1	S 98
121357	1	S 99
121558	1	S100
121748	1	S101
121948	1	S102
122139	1	S103
122339	1	S104
122540	1	S105
122730	1	S106
122930	1	S107
123121	1	S108
123321	1	S109
123512	1	S110
123712	1	S111
123912	1	S112
124103	1	S113
124303	1	S114
124494	1	S115
124694	1	S116
124884	1	S117
125085	1	S118
125285	1	S119
125476	1	S120
125676	1	S121
125867	1	S122
126067	1	S123
126257	1	S124
126458	1	S125
126658	1	S126
126849	1	S127
127049	1	S128
127239	1	S129
127440	1	S130
127630	1	S131
127831	1	S132
128031	1	S133
128221	1	S134
128422	1	S135
128612	1	S136
128813	1	S137
129003	1	S138
129203	1	S139
129404	1	S140
129594	1	S141
129795	1	S142
129985	1	S143
130185	1	S144
130386	1	S145
130576	1	S146
130777	1	S147
130967	1	S148
131168	1	S149
131358	1	S150
131558	1	S151
131759	1	S152
131949	1	S153
132150	1	S154
132340	1	S155
132540	1	S156
132731	1	S157
132931	1	S158
133132	1	S159
133322	1	S160
133522	1	S161
133713	1	S162
133913	1	S163
134104	1	S164
134304	1	S165
134504	1	S166
134695	1	S167
134895	1	S168
135086	1	S169
135286	1	S170
135476	1	S171
135677	1	S172
135877	1	S173
136068	1	S174
136268	1	S175
136458	1	S176
136659	1	S177
136849	1	S178
137050	1	S179
137250	1	S180
137441	1	S181
137641	1	S182
137831	1	S183
138032	1	S184
138222	1	S185
138423	1	S186
138623	1	S187
138813	1	S188
139014	1	S189
139204	1	S190
139405	1	S191
139595	1	S192
139795	1	S193
139996	1	S194
140186	1	S195
140387	1	S196
140577	1	S197
140777	1	S198
140968	1	S199
141168	1	S200
141369	1	S201
141559	1	S202
141760	1	S203
141950	1	S204
142150	1	S205
142341	1	S206
142541	1	S207
142742	1	S208
142932	1	S209
143132	1	S210
143323	1	S211
143523	1	S212
143714	1	S213
143914	1	S214
144114	1	S215
144305	1	S216
144505	1	S217
144696	1	S218
144896	1	S219
145086	1	S220
145287	1	S221
145487	1	S222
145678	1	S223
145878	1	S224
146068	1	S225
146269	1	S226
146469	1	S227
146660	1	S228
146860	1	S229
147050	1	S230
147251	1	S231
147441	1	S232
147642	1	S233
147842	1	S234
148033	1	S235
148233	1	S236
148423	1	S237
148624	1	S238
148814	1	S239
149015	1	S240
149215	1	S241
149405	1	S242
149606	1	S243
149796	1	S244
149997	1	S245
150187	1	S246
150387	1	S247
150588	1	S248
150778	1	S249
150979	1	S250
151169	1	S251
151369	1	S252
151560	1	S253
151760	1	S254
151961	1	S255
152352	1	S  1
152542	1	S  2
152742	1	S  3
152933	1	S  4
153133	1	S  5
153334	1	S  6
153524	1	S  7
153724	1	S  8
153915	1	S  9
154115	1	S 10
154306	1	S 11
154506	1	S 12
154706	1	S 13
154897	1	S 14
155097	1	S 15
155288	1	S 16
155488	1	S 17
155678	1	S 18
155879	1	S 19
156079	1	S 20
156270	1	S 21
156470	1	S 22
156660	1	S 23
156861	1	S 24
157051	1	S 25
157252	1	S 26
157452	1	S 27
157642	1	S 28
157843	1	S 29
158033	1	S 30
158234	1	S 31
158424	1	S 32
158625	1	S 33
158825	1	S 34
159015	1	S 35
159216	1	S 36
159406	1	S 37
159607	1	S 38
159797	1	S 39
159997	1	S 40
160198	1	S 41
160388	1	S 42
160589	1	S 43
160779	1	S 44
160979	1	S 45
161170	1	S 46
161370	1	S 47
161571	1	S 48
161761	1	S 49
161961	1	S 50
162152	1	S 51
162352	1	S 52
162553	1	S 53
162743	1	S 54
162943	1	S 55
163134	1	S 56
163334	1	S 57
163525	1	S 58
163725	1	S 59
163926	1	S 60
164116	1	S 61
164316	1	S 62
164507	1	S 63
164707	1	S 64
164898	1	S 65
165098	1	S 66
165298	1	S 67
165489	1	S 68
165689	1	S 69
165880	1	S 70
166080	1	S 71
166270	1	S 72
166471	1	S 73
166671	1	S 74
166862	1	S 75
167062	1	S 76
167252	1	S 77
167453	1	S 78
167643	1	S 79
167844	1	S 80
168044	1	S 81
168234	1	S 82
168435	1	S 83
168625	1	S 84
168826	1	S 85
169016	1	S 86
169216	1	S 87
169417	1	S 88
169607	1	S 89
169808	1	S 90
169998	1	S 91
170199	1	S 92
170389	1	S 93
170589	1	S 94
170790	1	S 95
170980	1	S 96
